appid,name,english,developer,c_publisher,Platf,required_age,G;steamspy_tags,achievements,P.R.,negative_ratings,average_playtime,M.P.,owners
7010,Project: Snowblind,1,Crystal Dynamics,Square Enix,windows,0,Action;Action;FPS;Cyberpunk,0,175,61,0,0,50000-100000
7020,Rogue Trooper,1,Rebellion,Rebellion,windows,0,Action;Action;Third-Person Shooter;Sci-fi,0,248,15,0,0,50000-100000
7110,Jade Empire™: Special Edition,1,BioWare Corporation,BioWare Corporation;Electronic Arts,windows,0,RPG;RPG;Fantasy;Story Rich,0,809,279,0,0,200000-500000
7200,Trackmania United Forever Star Edition,1,Nadeo,Ubisoft,windows,0,Racing;Racing;Multiplayer;Level Editor,0,963,55,4774,4774,100000-200000
7210,"Runaway, A Road Adventure",1,Pendulo Studios,Focus Home Interactive,windows,0,Adventure;Adventure;Point & Click;Mystery,0,236,90,14,14,100000-200000
7220,"Runaway, The Dream of The Turtle",1,Pendulo Studios,Focus Home Interactive,windows,0,Adventure;Adventure;Point & Click;Mystery,0,86,65,0,0,100000-200000
7260,Loki,1,Cyanide Studios,Focus Home Interactive,windows,0,RPG;RPG;Hack and Slash;Action,0,69,54,0,0,20000-50000
7340,Azada,1,Big Fish Games,Big Fish Games,windows,0,Casual;Indie;Casual;Indie;Puzzle,0,8,4,0,0,0-20000
7510,X-Blades,1,Gaijin Entertainment,Topware Interactive,windows;mac;linux,0,Nudity;Violent;Action;Adventure;RPG;Action;Hack and Slash;Female Protagonist,0,1566,981,313,341,500000-1000000
7520,Two Worlds II HD,1,Reality Pump Studios,"Topware Interactive, ACE",windows;mac,0,Nudity;Violent;RPG;RPG;Open World;Fantasy,61,3054,2051,327,403,500000-1000000
7530,Two Worlds II Castle Defense,1,Reality Pump Studios,Topware Interactive,windows;mac,0,Strategy;Strategy;Tower Defense;Fantasy,0,153,194,320,330,200000-500000
7600,Sid Meier's Railroads!,1,Firaxis Games;Feral Interactive (Mac),2K;Feral Interactive (Mac),windows;mac,0,Strategy;Strategy;Trains;Management,0,1114,570,165,253,500000-1000000
7610,Railroad Tycoon 3,1,PopTop,2K,windows,0,Strategy;Strategy;Management;Trains,0,355,153,46,46,200000-500000
7620,Railroad Tycoon II Platinum,1,PopTop,2K,windows,0,Strategy;Strategy;Management;Trains,0,420,82,1244,1261,200000-500000
7650,X-COM: Terror From the Deep,1,"MicroProse Software, Inc",2K,windows,0,Strategy;Strategy;Turn-Based;Sci-fi,0,385,32,66,82,500000-1000000
7660,X-COM: Apocalypse,1,"MicroProse Software, Inc",2K,windows,0,Strategy;Strategy;Turn-Based;Tactical,0,417,53,18,18,500000-1000000
7730,X-COM: Interceptor,1,"MicroProse Software, Inc",2K,windows,0,Strategy;Strategy;Sci-fi;Space,0,57,54,0,0,500000-1000000
7760,X-COM: UFO Defense,1,"MicroProse Software, Inc",2K,windows,0,Strategy;Strategy;Classic;Turn-Based Strategy,0,2165,136,2235,2224,1000000-2000000
7770,X-COM: Enforcer,1,"MicroProse Software, Inc",2K,windows,0,Strategy;Strategy;Action;Shooter,0,146,138,0,0,500000-1000000
7830,Men of War™,1,Best Way,1C Entertainment;1C-SoftClub,windows,0,Strategy;Strategy;World War II;RTS,0,1664,257,0,0,200000-500000
7840,Death Track®: Resurrection,1,Sky Fallen,1C Entertainment,windows,0,Racing;Racing;Action;Shooter,0,34,50,0,0,20000-50000
7860,NecroVision,1,The Farm 51,1C Entertainment,windows,0,Action;Action;FPS;World War I,0,539,270,113,113,100000-200000
7940,Call of Duty® 4: Modern Warfare®,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),windows;mac,0,Action;FPS;Action;Multiplayer,0,8725,821,1417,1503,1000000-2000000
8000,Tomb Raider: Anniversary,1,Crystal Dynamics;Feral Interactive (Mac),Square Enix;Feral Interactive (Mac),windows,16,Action;Adventure;Action;Adventure;Female Protagonist,0,1964,389,239,280,500000-1000000
8080,Kane and Lynch: Dead Men™,1,IO Interactive,Square Enix,windows,0,Action;Action;Third-Person Shooter;Crime,0,1223,724,209,209,200000-500000
8100,Conflict: Denied Ops,1,Pivotal Games,Square Enix,windows,0,Action;Action;FPS;Singleplayer,0,89,103,0,0,50000-100000
8140,Tomb Raider: Underworld,1,Crystal Dynamics,Square Enix,windows,16,Action;Adventure;Adventure;Action;Female Protagonist,0,1779,594,313,565,500000-1000000
8170,Battlestations Pacific,1,Eidos Studio Hungary,Square Enix,windows,0,Action;Strategy;World War II;Strategy;Action,0,1028,542,132,132,200000-500000
8190,Just Cause 2,1,Avalanche Studios,Square Enix,windows,18,Action;Adventure;Open World;Action;Sandbox,50,33636,3231,519,272,2000000-5000000
8310,Bone: Out From Boneville,1,Telltale Games,Telltale Games,windows,0,Adventure;Adventure;Point & Click,0,78,71,0,0,100000-200000
8320,Bone: The Great Cow Race,1,Telltale Games,Telltale Games,windows,0,Adventure;Adventure;Point & Click,0,44,33,0,0,100000-200000
8330,Telltale Texas Hold ‘Em,1,Telltale Games,Telltale Games,windows,0,Casual;Casual;Card Game,0,69,77,0,0,100000-200000
8340,Strong Bad's Cool Game for Attractive People: Season 1,1,Telltale Games,Telltale Games,windows;mac,0,Adventure;Adventure;Point & Click;Comedy,0,218,25,0,0,100000-200000
8400,Geometry Wars: Retro Evolved,1,Bizarre Creations,Activision,windows,0,Casual;Arcade;Twin Stick Shooter;Casual,0,583,62,109,109,100000-200000
8500,EVE Online,1,CCP,CCP,windows;mac,0,Action;Free to Play;Massively Multiplayer;RPG;Strategy;Space;Massively Multiplayer;Sci-fi,0,8317,2832,5123,230,1000000-2000000
8600,RACE 07,1,SimBin,SimBin,windows,0,Racing;Racing;Simulation;Driving,0,1684,348,1636,218,1000000-2000000
8790,GTR 2 FIA GT Racing Game,1,SimBin Studios AB,SimBin,windows,0,Racing;Simulation;Sports;Racing;Simulation;Sports,0,174,16,0,0,50000-100000
8800,Civilization IV: Beyond the Sword,1,Firaxis Games,2K,windows;mac,0,Strategy;Strategy;Turn-Based Strategy;4X,0,1396,66,108,108,1000000-2000000
8870,BioShock Infinite,1,Irrational Games;Aspyr (Mac);Virtual Programming (Linux),2K;Aspyr (Mac),windows;mac;linux,18,Action;FPS;Story Rich;Action,80,79442,3846,614,519,2000000-5000000
8880,Freedom Force,1,Irrational Games,2K,windows,0,RPG;Strategy;RPG;Strategy;Superhero,0,197,150,16,16,200000-500000
8890,Freedom Force vs. the Third Reich,1,Irrational Games,2K,windows,0,RPG;Strategy;RPG;Strategy;Superhero,0,121,28,23,23,200000-500000
8930,Sid Meier's Civilization® V,1,Firaxis Games;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),windows;mac;linux,0,Strategy;Turn-Based Strategy;Strategy;Turn-Based,286,129030,5565,4760,1797,5000000-10000000
8970,Axel & Pixel,1,Silver Wish Games,2K,windows,0,Indie;Indie;Point & Click,12,35,14,0,0,20000-50000
9000,Spear of Destiny,1,id Software,id Software,windows,0,Action;Action;FPS;Classic,0,200,36,0,0,200000-500000
9010,Return to Castle Wolfenstein,1,Gray Matter Studios,Bethesda-Softworks,windows,0,Action;FPS;Action;Classic,0,3084,276,32,48,200000-500000
9030,QUAKE Mission Pack 2: Dissolution of Eternity,1,Rogue Entertainment,id Software,windows,0,Action;Action;FPS;Shooter,0,143,15,88,91,200000-500000
9040,QUAKE Mission Pack 1: Scourge of Armagon,1,Ritual Entertainment,id Software,windows,0,Action;Action;FPS;Shooter,0,205,13,129,152,200000-500000
9050,DOOM 3,1,id Software,id Software,windows,0,Action;Horror;FPS;Action,0,2633,376,362,394,200000-500000
9060,HeXen II,1,Raven Software,id Software,windows,0,Action;Action;FPS;Classic,0,173,39,10,10,200000-500000
9160,Master Levels for Doom II,1,id Software,id Software,windows,0,Action;Action;FPS;Classic,0,310,69,7,12,500000-1000000
9180,Commander Keen,1,id Software,id Software,windows,0,Action;Platformer;Classic;Action,0,737,51,145,145,200000-500000
9200,RAGE,1,id Software,Bethesda Softworks,windows,16,Action;FPS;Post-apocalyptic;Action,60,9394,2882,559,392,1000000-2000000
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",1,Relic Entertainment,SEGA,windows,16,Strategy;Strategy;Warhammer 40K;RTS,0,606,76,213,365,500000-1000000
9340,Company of Heroes: Opposing Fronts,1,Relic Entertainment,SEGA,windows,0,Action;Strategy;Strategy;RTS;Action,0,579,52,79,106,2000000-5000000
9350,Supreme Commander,1,Gas Powered Games,Square Enix,windows,0,Strategy;Strategy;RTS;Sci-fi,0,1065,162,306,306,1000000-2000000
9420,Supreme Commander: Forged Alliance,1,Gas Powered Games,Square Enix,windows,0,Strategy;Strategy;RTS;Sci-fi,0,4969,174,803,1067,1000000-2000000
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",1,Relic Entertainment,SEGA,windows,16,Strategy;Warhammer 40K;Strategy;RTS,0,4887,286,1433,1629,1000000-2000000
9460,Frontlines™: Fuel of War™,1,Kaos Studios,THQ Nordic,windows,0,Action;Action;FPS;Shooter,0,378,229,154,154,200000-500000
9480,Saints Row 2,1,Volition,Deep Silver,windows;linux,0,Action;Open World;Action;Character Customization,0,9442,2881,322,81,2000000-5000000
9500,Gish,1,Cryptic Sea,Chronic Logic,windows;mac,0,Indie;Indie;Platformer;Physics,11,160,94,23,23,200000-500000
9710,Desperados 2: Cooper's Revenge,1,Spellbound,THQ Nordic,windows,0,Action;Action;Western;Strategy,0,42,54,0,0,50000-100000
9760,Act of War: High Treason,1,Eugen Systems,THQ Nordic,windows,0,Action;Action;Strategy;RTS,0,157,38,0,0,20000-50000
9800,Death to Spies,1,Haggard Games,1C Entertainment,windows,0,Action;Adventure;Stealth;Action;Adventure,0,428,145,64,84,100000-200000
9850,Codename: Panzers - Cold War,1,InnoGlow;Stormregion;THQ Nordic,THQ Nordic,windows,0,Simulation;Strategy;Strategy;Simulation;RTS,0,82,56,0,0,20000-50000
9880,Champions Online,1,Cryptic Studios,Perfect World Entertainment,windows,0,Free to Play;Massively Multiplayer;RPG;Free to Play;Superhero;Massively Multiplayer,709,2081,823,12952,724,1000000-2000000
9900,Star Trek Online,1,Cryptic Studios,Perfect World Entertainment,windows,0,Free to Play;Massively Multiplayer;RPG;Free to Play;Sci-fi;Space,0,7639,2391,2514,638,1000000-2000000
9940,Blade Kitten,1,Krome Studios,Krome Studios,windows,0,Action;Adventure;Anime;Platformer;Female Protagonist,20,746,149,222,360,50000-100000
9960,Haunted House™,1,ImagineEngline,Atari,windows,0,Adventure;Adventure,0,9,13,0,0,0-20000
9970,Star Raiders,1,Incinerator Studios,Atari,windows,0,Action;Action;Space,12,5,24,0,0,0-20000
9980,The UnderGarden,1,Artech Studios,Retroism,windows,0,Casual;Casual;Puzzle;Relaxing,0,48,24,23,23,20000-50000
10090,Call of Duty: World at War,1,Treyarch,Activision,windows,16,Action;Zombies;World War II;FPS,0,19595,1483,2331,1108,1000000-2000000
10100,King's Quest™ Collection,1,Sierra,Activision,windows,0,Adventure;Adventure;Point & Click;Classic,0,125,32,10,19,100000-200000
10110,Space Quest™ Collection,1,Sierra,Activision,windows,0,Adventure;Adventure;Point & Click;Classic,0,143,42,10,10,100000-200000
10120,Aces of the Galaxy™,1,Artech Studios,Activision,windows,0,Action;Casual;Action;Casual;Space,0,14,16,0,0,0-20000
10130,TimeShift™,1,Saber Interactive,Activision,windows,0,Action;Action;FPS;Time Manipulation,0,623,159,0,0,100000-200000
10140,3D Ultra™ Minigolf Adventures,1,Wanako Games,Activision,windows,0,Sports;Sports;Mini Golf;Golf,0,50,28,0,0,0-20000
10150,Prototype™,1,Radical Entertainment,Activision,windows,0,Action;Adventure;Action;Open World;Adventure,0,3702,904,645,1001,500000-1000000
10180,Call of Duty®: Modern Warfare® 2,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),windows;mac,0,Action;Action;FPS;Multiplayer,50,30006,2826,999,580,5000000-10000000
10220,Postal III,1,Trashmasters,Akella,windows,18,Action;Action;Dark Humor;Gore,38,641,1101,411,411,50000-100000
10230,Dead Mountaineer's Hotel,1,Electronic Paradise,Akella,windows,0,Adventure;Adventure;Point & Click,0,25,63,0,0,0-20000
10240,A Stroke of Fate: Operation Valkyrie,1,SPLine,Akella,windows,0,Adventure;Adventure;Point & Click,0,15,10,0,0,0-20000
10250,PT Boats: Knights of the Sea,1,Studio4,Akella,windows,0,Simulation;Simulation;Naval,0,12,12,0,0,0-20000
10260,PT Boats: South Gambit,1,studio4,Akella,windows,0,Simulation;Simulation;Naval,0,5,10,0,0,0-20000
10270,Disciples III: Reincarnation,1,Akella,Kalypso Media Digital,windows,0,RPG;Strategy;RPG;Turn-Based Strategy;Strategy,0,618,252,889,889,50000-100000
10460,The Club™,1,Bizarre Creations,SEGA,windows,0,Action;Action;Third-Person Shooter;Arcade,0,47,50,0,0,20000-50000
10500,Total War: EMPIRE – Definitive Edition,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Strategy;Strategy;Historical;Military,30,14928,1719,3176,1385,2000000-5000000
10680,Aliens vs. Predator™,1,Rebellion,SEGA,windows,0,Action;Action;FPS;Aliens,50,9448,1186,170,168,1000000-2000000
11020,TrackMania Nations Forever,1,Nadeo,Ubisoft,windows,0,Racing;Racing;Free to Play;Multiplayer,0,8252,1244,902,87,2000000-5000000
11040,Sherlock Holmes - Nemesis,1,Frogwares,Frogwares,windows,0,Adventure;RPG;Adventure;Detective;Point & Click,0,114,43,0,0,100000-200000
11050,Dracula Origin,1,Frogwares,Frogwares,windows,0,Adventure;Adventure;Point & Click;Vampire,0,94,45,0,0,20000-50000
11130,Sherlock Holmes: The Mystery of the Mummy,1,Frogwares,Frogwares,windows,0,Adventure;Adventure;Point & Click;Detective,0,59,130,0,0,100000-200000
11140,Sherlock Holmes: The Awakened - Remastered Edition,1,Frogwares,Frogwares,windows,0,Adventure;Adventure;Point & Click;Lovecraftian,0,178,49,0,0,100000-200000
11150,Sherlock Holmes: The Silver Earring,1,Frogwares,Frogwares,windows,0,Adventure;Adventure;Point & Click;Detective,0,98,54,0,0,50000-100000
11190,Sherlock Holmes versus Jack the Ripper,1,Frogwares,Frogwares,windows,0,Adventure;RPG;Adventure;Point & Click;Detective,0,300,94,0,0,100000-200000
11200,Shadowgrounds Survivor,1,Frozenbyte,Frozenbyte,windows;mac,0,Action;Action;Sci-fi;Isometric,0,328,239,355,374,200000-500000
11230,Gumboy Tournament,1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",windows,0,Casual;Indie;Racing;Indie;Casual;Racing,0,351,142,46,49,50000-100000
11240,Space Trader: Merchant Marine,1,Meridian4,Meridian4,windows,0,Action;Indie;Strategy;Action;Space;FPS,40,299,310,15,15,200000-500000
11250,Pacific Storm,1,Buka Entertainment;Lesta Studio,Buka Entertainment,windows,0,Simulation;Strategy;Strategy;Simulation;World War II,0,20,9,0,0,50000-100000
11260,Pacific Storm Allies,1,Lesta Studio,Buka Entertainment,windows,0,Simulation;Strategy;Simulation;Strategy;World War II,0,78,56,0,0,50000-100000
11280,Penguins Arena: Sedna's World,1,Frogames,Frogames,windows;mac,0,Action;Casual;Indie;Action;Casual;Indie,10,902,129,91,97,100000-200000
11330,Obulis,1,IonFX,Meridian4,windows,0,Casual;Indie;Puzzle;Casual;Indie,17,586,130,41,69,100000-200000
11340,Larva Mortus,1,Meridian4,Meridian4,windows,0,Action;Indie;Action;Indie;Top-Down,25,523,161,76,108,100000-200000
11360,Chains,1,2DEngine.com,Meridian4,windows;mac,0,Indie;Indie;Puzzle;Physics,0,433,148,36,36,100000-200000
11450,Overlord™,1,Triumph Studios;Virtual Programming,Codemasters,windows;mac;linux,0,RPG;RPG;Villain Protagonist;Third Person,0,3439,276,304,304,1000000-2000000
11480,Soldiers: Heroes of World War II,1,Best Way,1C Entertainment,windows,0,Strategy;Strategy;World War II;RTS,0,273,61,0,0,100000-200000
11560,Maelstrom: The Battle for Earth Begins,1,KDV Games,Codemasters,windows,0,Strategy;Strategy;RTS,0,69,44,0,0,20000-50000
11590,Hospital Tycoon,1,Deep Red Limited,Codemasters,windows,0,Simulation;Simulation;Management;Singleplayer,0,175,301,119,176,200000-500000
12100,Grand Theft Auto III,1,Rockstar Games,Rockstar Games,windows,18,Action;Open World;Action;Classic,0,4718,750,98,63,1000000-2000000
12110,Grand Theft Auto: Vice City,1,Rockstar Games,Rockstar Games,windows,18,Action;Open World;Action;1980s,0,9817,819,209,93,2000000-5000000
12120,Grand Theft Auto: San Andreas,1,Rockstar Games,Rockstar Games,windows,18,Action;Open World;Action;Multiplayer,0,26877,3243,807,249,2000000-5000000
12130,Manhunt,1,Rockstar North,Rockstar Games,windows,18,Action;Gore;Violent;Stealth,0,816,433,99,101,200000-500000
12140,Max Payne,1,Remedy Entertainment,Rockstar Games,windows,18,Action;Noir;Action;Classic,0,3926,435,316,316,500000-1000000
12150,Max Payne 2: The Fall of Max Payne,1,Remedy Entertainment,Rockstar Games,windows,18,Action;Noir;Action;Third-Person Shooter,0,2506,172,175,175,500000-1000000
12170,Grand Theft Auto,1,Rockstar North,Rockstar Games,windows,0,Action;Action;Classic;Open World,0,199,30,7,7,500000-1000000
12180,Grand Theft Auto 2,1,Rockstar North,Rockstar Games,windows,0,Action;Action;Classic;Open World,0,184,17,3,4,500000-1000000
12200,Bully: Scholarship Edition,1,Rockstar New England,Rockstar Games,windows,0,Action;Adventure;Open World;Action;Adventure,0,8504,1764,319,225,1000000-2000000
12210,Grand Theft Auto IV,1,Rockstar North;Rockstar Toronto,Rockstar Games,windows,0,Action;Adventure;Open World;Action;Bowling,0,35240,18926,1255,634,2000000-5000000
12220,Grand Theft Auto: Episodes from Liberty City,1,Rockstar North / Toronto,Rockstar Games,windows,18,Action;Open World;Action;Multiplayer,0,6401,2345,508,112,2000000-5000000
12310,Culpa Innata,1,Momentum Digital Media Technologies,Strategy First,windows,0,RPG;Casual;Adventure;Adventure;RPG;Sci-fi,0,57,14,0,0,20000-50000
12320,Sacred Gold,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Action;RPG;RPG;Action;Hack and Slash,0,1489,319,337,404,200000-500000
12330,Darkstar One,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Action;Action;Space;Sci-fi,0,256,59,0,0,100000-200000
12340,Jack Keane,1,Deck13,Deck13,windows,0,Adventure;Adventure;Point & Click;Comedy,0,46,27,0,0,20000-50000
12360,FlatOut: Ultimate Carnage,1,Bugbear Entertainment,Strategy First,windows,0,Racing;Racing;Destruction;Multiplayer,0,1967,394,37,71,200000-500000
12390,Exodus from the Earth,1,Parallax Arts Studio,Strategy First,windows,0,Action;Action;FPS;Shooter,0,51,44,0,0,0-20000
12420,Perimeter 2: New Earth,1,KDV Games,Strategy First,windows,0,Strategy;Strategy;RTS,0,12,41,0,0,0-20000
12430,SlamIt Pinball Big Score,1,Technetium Games,Kalypso Media Digital,windows,0,Casual;Casual;Pinball,0,31,69,2,2,0-20000
12440,Ankh 2: Heart of Osiris,1,Deck 13,Strategy First,windows,0,Adventure;Adventure;Point & Click;Comedy,0,23,17,0,0,20000-50000
12450,Ankh 3: Battle of the Gods,1,Deck 13,Strategy First,windows,0,Adventure;Adventure;Point & Click,0,12,8,0,0,20000-50000
12460,BC Kings,1,Mascot Entertainment,Strategy First,windows,0,Strategy;Strategy;RTS,0,85,76,0,0,20000-50000
12470,Port Royale 2,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Strategy;Strategy;Trading;Pirates,0,174,95,203,203,50000-100000
12480,9th Company: Roots Of Terror,1,Noviy Disk;Lesta Studios Inc,Strategy First,windows,0,Strategy;Strategy;RTS;Military,0,86,67,0,0,20000-50000
12500,PuzzleQuest: Challenge of the Warlords,1,Infinite Interactive,"D3Publisher of America, Inc.",windows,0,Casual;Puzzle;Match 3;Casual,0,561,80,52,52,100000-200000
12510,Prison Tycoon 3™: Lockdown,1,Gamebryo;Virtual Playground,ValuSoft;Retroism,windows,0,Strategy;Strategy;Simulation,0,18,89,0,0,20000-50000
12520,18 Wheels of Steel: American Long Haul,1,SCS Software,ValuSoft;Play Hard Games,windows,0,Racing;Simulation;Racing;Driving,0,245,111,0,0,50000-100000
12530,Hunting Unlimited™ 2008,1,SCS Software,ValuSoft;Retroism,windows,0,Action;Adventure;Strategy;Action;Strategy;Adventure,0,29,9,0,0,20000-50000
12540,Mahjongg Investigations: Under Suspicion,1,Zemnott,ValuSoft;Retroism,windows,0,Casual;Casual;Puzzle,0,21,6,0,0,20000-50000
12560,Ride! Carnival Tycoon,1,Gabriel Entertainment,ValuSoft;Retroism,windows,0,Simulation;Simulation;Management,0,15,26,0,0,20000-50000
12590,Sprint Cars Road to Knoxville,1,BigAnt Studios,ValuSoft;Retroism,windows,0,Racing;Racing,0,25,24,0,0,20000-50000
12600,Midnight Outlaw: 6 Hours to SunUp,1,Merscom;Babylon,ValuSoft;Retroism,windows,0,Racing;Racing,0,10,27,0,0,20000-50000
12640,Drakensang,1,Radon Labs,DTP Entertainment,windows,0,RPG;RPG;Fantasy;Party-Based RPG,0,238,72,0,0,100000-200000
12670,Mission Runway,1,Virtual Playground,ValuSoft;Retroism,windows,0,Simulation;Simulation;Casual,0,14,6,0,0,0-20000
12710,Overlord™: Raising Hell,1,Triumph Studios;Virtual Programming,Codemasters,windows;mac;linux,0,RPG;RPG;Action;Villain Protagonist,0,946,75,446,256,500000-1000000
12770,Rise of the Argonauts,1,Liquid Entertainment,Codemasters,windows,0,RPG;RPG;Action;Adventure,0,365,178,88,147,200000-500000
12790,Damnation,1,Blue Omega Entertainment,Codemasters,windows,0,Action;Adventure;Action;Adventure;Steampunk,0,132,182,0,0,50000-100000
