Hours_Worked_Per_Week,Employee_ID,Satisfaction_with_Remote_Work,Physical_Activity,Gender,Arbeitsplatz,Access_to_Mental_Health_Resources,Number_of_Virtual_Meetings,Company_Support_for_Remote_Work,Social_Isolation_Rating,old age,Industrie,be life story equipoise military rating,Productivity_Change,Sleep_Quality
51,EMP0257,Unsatisfied,Daily,Prefer not to say,Onsite,No,0,2,2,54,Retail,1,Increase,Average
49,EMP0258,Satisfied,None,Male,Hybrid,No,11,3,3,43,Healthcare,3,Decrease,Poor
30,EMP0259,Satisfied,Daily,Female,Remote,No,9,3,1,31,Education,1,No Change,Average
25,EMP0260,Neutral,Weekly,Non-binary,Remote,Yes,9,5,2,53,Education,2,Increase,Average
40,EMP0261,Neutral,Weekly,Non-binary,Onsite,No,12,3,3,57,Manufacturing,4,Increase,Poor
32,EMP0262,Neutral,None,Non-binary,Onsite,No,13,1,1,50,Finance,1,No Change,Good
20,EMP0263,Neutral,None,Male,Onsite,No,15,2,1,37,Education,3,No Change,Average
35,EMP0264,Neutral,Daily,Female,Hybrid,No,5,5,3,58,Retail,5,Decrease,Poor
49,EMP0265,Satisfied,None,Non-binary,Remote,No,2,5,4,57,Manufacturing,1,No Change,Average
34,EMP0266,Satisfied,Weekly,Prefer not to say,Onsite,Yes,5,4,3,50,Retail,4,No Change,Good
58,EMP0267,Satisfied,None,Male,Hybrid,No,13,5,3,48,Manufacturing,3,Decrease,Average
26,EMP0268,Unsatisfied,None,Non-binary,Onsite,No,4,3,5,43,Consulting,4,Decrease,Average
36,EMP0269,Unsatisfied,None,Female,Onsite,No,7,3,3,58,Retail,4,Increase,Poor
48,EMP0270,Neutral,Daily,Male,Hybrid,Yes,3,4,5,30,Education,4,Increase,Average
57,EMP0271,Satisfied,Weekly,Non-binary,Onsite,Yes,5,5,5,44,Finance,4,Increase,Good
32,EMP0272,Satisfied,Daily,Prefer not to say,Hybrid,Yes,8,2,3,41,Finance,2,No Change,Poor
55,EMP0273,Unsatisfied,None,Female,Remote,Yes,7,4,1,60,Healthcare,4,Decrease,Poor
28,EMP0274,Neutral,None,Non-binary,Hybrid,No,3,2,3,58,Finance,3,Decrease,Good
53,EMP0275,Satisfied,Weekly,Prefer not to say,Onsite,No,10,3,2,60,Consulting,2,Decrease,Poor
36,EMP0276,Satisfied,Daily,Non-binary,Onsite,Yes,10,4,4,27,Finance,4,No Change,Good
54,EMP0277,Satisfied,None,Female,Remote,No,7,1,4,38,Manufacturing,4,Decrease,Average
33,EMP0278,Neutral,None,Male,Remote,No,8,5,4,56,Healthcare,3,Increase,Poor
39,EMP0279,Unsatisfied,Daily,Male,Onsite,Yes,1,4,2,31,Finance,4,Decrease,Poor
33,EMP0280,Satisfied,None,Prefer not to say,Hybrid,No,11,5,4,37,Healthcare,1,No Change,Good
48,EMP0281,Unsatisfied,Weekly,Female,Hybrid,Yes,4,1,3,41,Education,1,No Change,Average
60,EMP0282,Satisfied,Daily,Male,Remote,No,7,3,3,58,Education,5,No Change,Average
24,EMP0283,Neutral,None,Male,Remote,No,1,4,5,49,IT,1,Decrease,Good
28,EMP0284,Unsatisfied,None,Non-binary,Remote,Yes,7,3,1,23,Healthcare,5,Increase,Average
20,EMP0285,Neutral,Daily,Non-binary,Hybrid,No,14,2,2,24,Manufacturing,2,Decrease,Poor
28,EMP0286,Unsatisfied,Weekly,Prefer not to say,Onsite,Yes,14,1,1,41,Finance,4,Decrease,Good
48,EMP0287,Unsatisfied,None,Female,Remote,No,12,2,5,32,Consulting,4,Increase,Good
51,EMP0288,Neutral,None,Prefer not to say,Hybrid,Yes,5,1,3,47,Healthcare,2,Decrease,Good
39,EMP0289,Neutral,Weekly,Non-binary,Hybrid,No,5,2,5,23,IT,4,Decrease,Poor
25,EMP0290,Neutral,None,Prefer not to say,Remote,No,2,2,1,34,Retail,4,No Change,Poor
53,EMP0291,Satisfied,Weekly,Male,Hybrid,No,12,3,4,42,IT,1,Decrease,Average
44,EMP0292,Neutral,None,Prefer not to say,Hybrid,Yes,13,1,4,42,IT,4,Decrease,Average
31,EMP0293,Neutral,Weekly,Female,Hybrid,Yes,3,3,4,33,Education,3,Increase,Poor
58,EMP0294,Satisfied,Weekly,Male,Onsite,Yes,2,3,3,40,Healthcare,5,Decrease,Average
26,EMP0295,Unsatisfied,Weekly,Male,Hybrid,No,5,4,5,27,Healthcare,4,Decrease,Average
20,EMP0296,Satisfied,None,Prefer not to say,Hybrid,Yes,4,3,2,39,Consulting,3,Decrease,Good
28,EMP0297,Satisfied,None,Female,Hybrid,No,14,2,1,42,IT,3,No Change,Poor
35,EMP0298,Neutral,None,Non-binary,Remote,No,14,5,5,22,Healthcare,5,No Change,Average
30,EMP0299,Neutral,None,Female,Remote,No,14,2,4,45,Finance,2,Decrease,Good
28,EMP0300,Satisfied,None,Female,Hybrid,No,0,2,3,47,Finance,1,Decrease,Poor
21,EMP0301,Neutral,Daily,Non-binary,Remote,Yes,4,3,5,24,Retail,3,Decrease,Average
56,EMP0302,Unsatisfied,Daily,Non-binary,Remote,Yes,13,5,4,48,IT,2,Decrease,Poor
25,EMP0303,Satisfied,None,Non-binary,Hybrid,No,10,2,3,60,Retail,3,Increase,Good
21,EMP0304,Neutral,Weekly,Non-binary,Remote,Yes,0,2,2,41,Education,1,No Change,Average
50,EMP0305,Satisfied,Daily,Prefer not to say,Remote,Yes,2,5,5,49,Retail,4,Decrease,Average
50,EMP0306,Unsatisfied,Weekly,Prefer not to say,Onsite,Yes,3,5,2,27,Finance,5,No Change,Good
27,EMP0307,Unsatisfied,None,Prefer not to say,Hybrid,Yes,10,5,4,35,Manufacturing,2,Decrease,Average
31,EMP0308,Satisfied,Weekly,Male,Onsite,Yes,14,2,1,23,Consulting,4,Increase,Average
45,EMP0309,Satisfied,Daily,Prefer not to say,Hybrid,Yes,11,4,3,24,Finance,3,Increase,Good
23,EMP0310,Satisfied,Daily,Non-binary,Remote,Yes,8,2,2,41,Education,2,No Change,Poor
42,EMP0311,Neutral,Weekly,Prefer not to say,Onsite,Yes,14,1,3,41,IT,3,No Change,Good
37,EMP0312,Neutral,Weekly,Female,Onsite,No,8,4,2,43,Finance,1,Decrease,Good
40,EMP0313,Neutral,Daily,Non-binary,Onsite,Yes,7,1,2,30,IT,5,Increase,Good
23,EMP0314,Satisfied,Weekly,Male,Onsite,Yes,1,5,2,44,Retail,3,Decrease,Good
20,EMP0315,Satisfied,None,Male,Remote,Yes,3,4,1,50,Education,3,Decrease,Poor
51,EMP0316,Neutral,Weekly,Non-binary,Remote,No,8,5,2,48,Manufacturing,5,Increase,Poor
46,EMP0317,Neutral,Daily,Male,Onsite,Yes,1,1,3,45,IT,2,Decrease,Good
37,EMP0318,Unsatisfied,Weekly,Male,Remote,Yes,7,2,1,60,Education,2,Increase,Poor
42,EMP0319,Satisfied,None,Prefer not to say,Onsite,No,4,5,1,51,Education,2,No Change,Average
53,EMP0320,Neutral,Weekly,Prefer not to say,Hybrid,Yes,15,2,1,48,Retail,4,No Change,Good
26,EMP0321,Neutral,Daily,Female,Hybrid,Yes,0,3,4,43,Consulting,2,Increase,Poor
48,EMP0322,Unsatisfied,None,Prefer not to say,Onsite,No,9,5,3,23,Education,3,Increase,Good
58,EMP0323,Neutral,None,Male,Onsite,Yes,0,5,4,32,Education,3,Decrease,Poor
52,EMP0324,Unsatisfied,Daily,Non-binary,Hybrid,Yes,7,2,1,44,Consulting,1,Increase,Poor
52,EMP0325,Unsatisfied,None,Female,Hybrid,No,13,1,3,36,Finance,4,Decrease,Good
49,EMP0326,Satisfied,Daily,Male,Onsite,Yes,7,3,1,50,Manufacturing,2,Decrease,Poor
55,EMP0327,Satisfied,Weekly,Non-binary,Hybrid,No,4,4,5,54,Consulting,2,Increase,Poor
33,EMP0328,Satisfied,Weekly,Male,Remote,Yes,0,3,4,54,Healthcare,2,Increase,Average
24,EMP0329,Neutral,Daily,Prefer not to say,Onsite,Yes,12,4,1,33,Healthcare,1,Increase,Poor
21,EMP0330,Unsatisfied,None,Prefer not to say,Onsite,Yes,15,5,3,47,Consulting,5,Increase,Average
55,EMP0331,Satisfied,None,Prefer not to say,Remote,No,12,3,3,25,Education,5,Increase,Good
44,EMP0332,Satisfied,Daily,Male,Remote,Yes,10,5,1,38,Education,5,Decrease,Average
24,EMP0333,Neutral,None,Female,Onsite,Yes,7,4,5,31,Manufacturing,4,Decrease,Good
25,EMP0334,Unsatisfied,Daily,Male,Onsite,No,6,4,5,58,IT,2,Increase,Poor
40,EMP0335,Satisfied,Daily,Prefer not to say,Hybrid,Yes,0,3,2,28,Education,4,Increase,Good
59,EMP0336,Satisfied,Weekly,Prefer not to say,Hybrid,Yes,3,1,2,54,IT,2,Increase,Poor
22,EMP0337,Unsatisfied,Daily,Female,Onsite,Yes,9,2,1,60,IT,4,Decrease,Poor
47,EMP0338,Neutral,Daily,Non-binary,Hybrid,No,15,2,2,38,Consulting,5,Increase,Poor
31,EMP0339,Unsatisfied,None,Female,Hybrid,No,15,1,1,31,Finance,2,Decrease,Good
41,EMP0340,Neutral,Weekly,Non-binary,Onsite,No,5,5,1,42,IT,5,No Change,Poor
52,EMP0341,Unsatisfied,None,Female,Remote,Yes,0,2,2,52,Manufacturing,1,No Change,Good
48,EMP0342,Satisfied,None,Female,Hybrid,Yes,0,4,5,41,Finance,2,Decrease,Good
41,EMP0343,Unsatisfied,None,Male,Onsite,Yes,14,3,1,44,Finance,5,Increase,Poor
21,EMP0344,Satisfied,None,Female,Remote,Yes,7,5,4,42,Finance,3,No Change,Average
49,EMP0345,Satisfied,Daily,Male,Hybrid,No,15,4,2,53,Healthcare,2,Decrease,Poor
32,EMP0346,Unsatisfied,None,Female,Remote,No,7,5,3,52,Education,4,Decrease,Good
40,EMP0347,Unsatisfied,Daily,Non-binary,Remote,Yes,12,3,1,23,Education,1,No Change,Average
22,EMP0348,Unsatisfied,Weekly,Female,Onsite,Yes,10,3,3,24,Finance,4,No Change,Average
44,EMP0349,Neutral,Weekly,Prefer not to say,Hybrid,Yes,9,5,2,41,Consulting,3,Decrease,Good
41,EMP0350,Unsatisfied,Weekly,Prefer not to say,Onsite,Yes,15,4,4,60,Manufacturing,1,Decrease,Good
37,EMP0351,Unsatisfied,Weekly,Prefer not to say,Remote,Yes,11,2,3,25,Manufacturing,1,Decrease,Average
54,EMP0352,Neutral,None,Prefer not to say,Onsite,No,12,3,2,55,Healthcare,3,Increase,Average
31,EMP0353,Satisfied,None,Non-binary,Onsite,No,3,2,2,33,Retail,1,Decrease,Good
53,EMP0354,Unsatisfied,Weekly,Prefer not to say,Hybrid,Yes,13,5,5,43,Consulting,2,Decrease,Average
23,EMP0355,Satisfied,Daily,Male,Remote,Yes,13,3,4,59,Education,5,Increase,Average
58,EMP0356,Satisfied,None,Male,Remote,Yes,3,2,2,48,Healthcare,1,Increase,Good
26,EMP0357,Neutral,Daily,Non-binary,Remote,No,7,2,2,31,Finance,1,Increase,Good
46,EMP0358,Unsatisfied,Daily,Male,Remote,Yes,7,3,4,28,Manufacturing,3,Decrease,Poor
20,EMP0359,Neutral,Weekly,Male,Remote,No,7,4,4,49,Manufacturing,3,Increase,Average
56,EMP0360,Satisfied,Daily,Prefer not to say,Hybrid,Yes,0,2,4,56,Finance,2,Decrease,Good
28,EMP0361,Satisfied,Daily,Non-binary,Onsite,No,15,5,1,56,Retail,1,Increase,Poor
39,EMP0362,Satisfied,None,Female,Hybrid,Yes,2,5,5,51,Consulting,1,Increase,Average
22,EMP0363,Satisfied,None,Non-binary,Onsite,Yes,10,4,1,38,Manufacturing,4,Increase,Average
32,EMP0364,Unsatisfied,Weekly,Male,Onsite,Yes,4,2,2,40,IT,3,No Change,Good
28,EMP0365,Neutral,Daily,Non-binary,Hybrid,No,9,2,2,56,Consulting,1,No Change,Poor
22,EMP0366,Neutral,Weekly,Non-binary,Hybrid,No,6,2,2,33,IT,4,Decrease,Poor
53,EMP0367,Neutral,None,Male,Onsite,No,2,2,3,45,Manufacturing,5,Increase,Poor
33,EMP0368,Neutral,Daily,Non-binary,Hybrid,No,11,1,2,55,IT,2,Decrease,Good
34,EMP0369,Satisfied,Daily,Female,Remote,Yes,5,2,4,39,Manufacturing,1,No Change,Good
50,EMP0370,Neutral,Daily,Non-binary,Remote,No,0,5,1,58,Education,4,No Change,Good
28,EMP0371,Satisfied,None,Non-binary,Onsite,Yes,1,5,1,41,Healthcare,1,Decrease,Average
51,EMP0372,Unsatisfied,Weekly,Prefer not to say,Onsite,No,7,4,2,57,Healthcare,4,Increase,Good
35,EMP0373,Neutral,None,Female,Remote,No,0,4,5,31,Education,5,No Change,Good
39,EMP0374,Unsatisfied,Weekly,Prefer not to say,Remote,Yes,8,2,2,34,Healthcare,3,Increase,Average
58,EMP0375,Unsatisfied,Daily,Prefer not to say,Hybrid,Yes,14,3,1,39,Healthcare,1,Increase,Poor
34,EMP0376,Neutral,Daily,Non-binary,Hybrid,No,3,2,2,29,IT,3,Decrease,Good
48,EMP0377,Neutral,None,Prefer not to say,Hybrid,No,4,4,2,31,IT,1,Decrease,Poor
52,EMP0378,Unsatisfied,Daily,Female,Remote,No,0,5,3,30,Healthcare,5,No Change,Good
59,EMP0379,Neutral,Daily,Prefer not to say,Remote,Yes,8,1,3,53,Healthcare,5,Increase,Good
32,EMP0380,Neutral,None,Male,Remote,No,14,1,5,27,Consulting,2,Decrease,Poor
41,EMP0381,Unsatisfied,Daily,Male,Remote,Yes,4,2,4,39,Education,3,Increase,Average
34,EMP0382,Neutral,Weekly,Male,Remote,No,14,4,5,59,Education,2,No Change,Poor
41,EMP0383,Neutral,Daily,Non-binary,Hybrid,No,8,2,2,58,Consulting,3,Decrease,Average
55,EMP0384,Satisfied,None,Prefer not to say,Remote,Yes,9,4,1,28,Education,3,No Change,Poor
50,EMP0385,Neutral,None,Male,Remote,Yes,8,4,1,56,IT,2,Increase,Poor
25,EMP0386,Unsatisfied,Weekly,Non-binary,Remote,No,9,2,5,31,Healthcare,1,Increase,Average
21,EMP0387,Neutral,None,Female,Onsite,Yes,12,5,1,28,Consulting,3,No Change,Average
44,EMP0388,Neutral,Daily,Female,Hybrid,No,11,3,4,46,Finance,5,Decrease,Poor
28,EMP0389,Neutral,Weekly,Female,Remote,Yes,0,3,2,32,Consulting,5,No Change,Good
54,EMP0390,Satisfied,Weekly,Male,Onsite,No,8,1,3,37,Retail,5,No Change,Poor
55,EMP0391,Satisfied,None,Prefer not to say,Hybrid,No,12,3,1,50,Consulting,3,Decrease,Average
26,EMP0392,Unsatisfied,Weekly,Female,Remote,No,10,1,5,55,Retail,5,Increase,Good
41,EMP0393,Neutral,Daily,Female,Onsite,No,7,4,4,45,Retail,5,No Change,Average
50,EMP0394,Satisfied,None,Female,Onsite,Yes,4,5,4,50,Healthcare,4,No Change,Poor
55,EMP0395,Neutral,Weekly,Prefer not to say,Hybrid,Yes,12,5,3,43,Finance,2,No Change,Average
22,EMP0396,Satisfied,Weekly,Non-binary,Hybrid,No,2,5,4,39,Healthcare,3,Increase,Good
33,EMP0397,Unsatisfied,Daily,Female,Hybrid,No,11,1,4,30,Consulting,5,No Change,Average
21,EMP0398,Neutral,None,Male,Hybrid,No,4,1,3,36,Retail,1,Increase,Poor
28,EMP0399,Neutral,Daily,Prefer not to say,Hybrid,No,13,5,2,58,Manufacturing,2,No Change,Good
22,EMP0400,Satisfied,Weekly,Prefer not to say,Remote,Yes,6,3,1,53,Healthcare,5,Decrease,Good
58,EMP0401,Neutral,Daily,Non-binary,Remote,Yes,14,2,4,56,IT,4,No Change,Poor
39,EMP0402,Satisfied,Daily,Male,Remote,No,0,1,1,57,Consulting,4,Decrease,Average
35,EMP0403,Neutral,Weekly,Male,Onsite,No,15,2,2,58,Finance,2,Decrease,Poor
56,EMP0404,Unsatisfied,Weekly,Female,Hybrid,Yes,3,1,3,57,Healthcare,3,Increase,Poor
29,EMP0405,Unsatisfied,Daily,Non-binary,Remote,No,13,1,2,46,Consulting,4,Increase,Average
24,EMP0406,Neutral,None,Female,Hybrid,No,0,1,2,42,Manufacturing,4,No Change,Good
60,EMP0407,Satisfied,None,Prefer not to say,Onsite,Yes,4,3,3,24,Healthcare,3,Decrease,Average
31,EMP0408,Satisfied,Daily,Female,Remote,No,9,1,2,53,Retail,4,Decrease,Poor
50,EMP0409,Satisfied,Weekly,Female,Remote,No,10,5,5,24,Finance,1,Decrease,Poor
27,EMP0410,Unsatisfied,Weekly,Non-binary,Remote,No,14,3,3,30,Consulting,2,No Change,Good
43,EMP0411,Unsatisfied,Daily,Prefer not to say,Remote,No,3,4,4,22,Healthcare,2,No Change,Good
30,EMP0412,Unsatisfied,Daily,Non-binary,Hybrid,Yes,3,2,5,28,Retail,5,Decrease,Good
26,EMP0413,Neutral,None,Non-binary,Onsite,Yes,15,3,2,52,Education,1,No Change,Average
47,EMP0414,Satisfied,Weekly,Prefer not to say,Onsite,No,7,1,3,47,Manufacturing,1,Decrease,Average
56,EMP0415,Satisfied,Daily,Male,Onsite,No,14,5,4,30,Manufacturing,3,Increase,Poor
30,EMP0416,Satisfied,None,Female,Hybrid,No,15,5,4,52,Healthcare,4,Decrease,Poor
26,EMP0417,Unsatisfied,Daily,Prefer not to say,Hybrid,No,12,3,2,25,Healthcare,4,No Change,Good
47,EMP0418,Unsatisfied,Daily,Non-binary,Onsite,No,10,5,2,50,Consulting,2,Increase,Poor
38,EMP0419,Neutral,Weekly,Female,Remote,No,7,4,4,60,Education,4,No Change,Good
49,EMP0420,Neutral,Daily,Female,Hybrid,Yes,0,1,2,48,IT,2,No Change,Poor
49,EMP0421,Satisfied,Weekly,Male,Remote,Yes,0,2,4,28,IT,1,Decrease,Poor
37,EMP0422,Satisfied,None,Prefer not to say,Remote,Yes,11,3,3,23,Finance,1,Increase,Good
24,EMP0423,Unsatisfied,None,Male,Hybrid,No,13,4,2,26,Education,2,Decrease,Average
53,EMP0424,Neutral,Daily,Female,Hybrid,Yes,0,1,1,27,Consulting,5,Increase,Poor
33,EMP0425,Neutral,Weekly,Non-binary,Remote,Yes,14,5,2,52,Finance,2,Increase,Good
41,EMP0426,Neutral,Daily,Prefer not to say,Onsite,Yes,13,1,1,32,Consulting,1,Decrease,Average
31,EMP0427,Neutral,Weekly,Prefer not to say,Remote,Yes,15,3,2,23,Finance,2,Increase,Average
29,EMP0428,Satisfied,None,Prefer not to say,Onsite,Yes,4,5,1,41,IT,4,No Change,Average
33,EMP0429,Neutral,Daily,Female,Hybrid,Yes,7,1,3,33,IT,1,No Change,Average
58,EMP0430,Satisfied,Daily,Non-binary,Remote,Yes,8,5,5,37,Consulting,5,Increase,Poor
42,EMP0431,Unsatisfied,None,Male,Hybrid,Yes,12,2,2,33,Consulting,3,Increase,Average
23,EMP0432,Unsatisfied,Daily,Non-binary,Hybrid,No,15,1,1,28,Finance,3,No Change,Poor
28,EMP0433,Neutral,Weekly,Non-binary,Hybrid,Yes,4,2,1,57,Consulting,5,Decrease,Poor
41,EMP0434,Neutral,None,Female,Hybrid,No,10,1,3,45,Finance,2,Decrease,Poor
33,EMP0435,Satisfied,Daily,Female,Onsite,Yes,9,2,3,50,Consulting,5,Decrease,Poor
46,EMP0436,Satisfied,Daily,Non-binary,Hybrid,Yes,13,3,3,53,Healthcare,2,No Change,Good
25,EMP0437,Unsatisfied,Weekly,Prefer not to say,Remote,No,9,1,2,58,Healthcare,4,Increase,Good
55,EMP0438,Neutral,Weekly,Prefer not to say,Onsite,Yes,1,1,5,48,Education,2,Decrease,Good
53,EMP0439,Satisfied,Daily,Prefer not to say,Onsite,Yes,4,3,2,42,Manufacturing,4,Increase,Average
47,EMP0440,Neutral,None,Non-binary,Onsite,No,10,1,3,22,Retail,1,Decrease,Average
35,EMP0441,Satisfied,Daily,Female,Hybrid,No,14,4,2,23,Retail,2,Decrease,Good
39,EMP0442,Neutral,Weekly,Prefer not to say,Hybrid,Yes,8,5,1,59,Finance,4,No Change,Poor
34,EMP0443,Unsatisfied,None,Non-binary,Hybrid,Yes,12,5,4,50,Consulting,1,Decrease,Average
27,EMP0444,Unsatisfied,Weekly,Female,Hybrid,No,9,1,5,27,Retail,5,Increase,Poor
22,EMP0445,Neutral,None,Prefer not to say,Remote,No,4,4,1,25,Retail,3,Increase,Poor
48,EMP0446,Unsatisfied,Daily,Male,Onsite,Yes,1,1,3,52,Healthcare,2,No Change,Good
52,EMP0447,Unsatisfied,Daily,Non-binary,Remote,No,3,3,1,37,Healthcare,5,Increase,Poor
40,EMP0448,Satisfied,Weekly,Non-binary,Onsite,No,5,2,4,22,Retail,3,Increase,Poor
41,EMP0449,Unsatisfied,None,Male,Hybrid,No,7,5,4,51,Finance,1,Decrease,Average
56,EMP0450,Unsatisfied,None,Male,Hybrid,Yes,15,4,1,57,IT,1,Decrease,Poor
57,EMP0451,Satisfied,Weekly,Prefer not to say,Onsite,Yes,9,5,4,58,Manufacturing,5,No Change,Good
36,EMP0452,Satisfied,Daily,Prefer not to say,Remote,No,5,5,4,32,Finance,3,No Change,Good
32,EMP0453,Unsatisfied,Daily,Female,Hybrid,Yes,5,1,4,41,Finance,4,Increase,Average
32,EMP0454,Unsatisfied,Weekly,Female,Remote,No,7,3,5,36,Education,4,Decrease,Good
58,EMP0455,Satisfied,None,Non-binary,Remote,No,14,4,4,51,Manufacturing,3,Decrease,Average
59,EMP0456,Satisfied,Daily,Female,Remote,No,15,1,4,60,Retail,4,Increase,Poor
22,EMP0457,Neutral,Weekly,Female,Onsite,Yes,3,5,2,34,Healthcare,3,No Change,Poor
49,EMP0458,Unsatisfied,None,Female,Remote,Yes,10,3,2,33,Manufacturing,2,No Change,Average
42,EMP0459,Satisfied,Daily,Prefer not to say,Onsite,No,14,3,1,53,Consulting,3,No Change,Poor
20,EMP0460,Unsatisfied,None,Female,Onsite,Yes,5,3,2,53,Retail,5,Increase,Average
22,EMP0461,Satisfied,None,Female,Remote,No,5,2,2,40,IT,2,Decrease,Poor
48,EMP0462,Neutral,None,Non-binary,Hybrid,No,1,2,2,36,Manufacturing,5,Decrease,Good
20,EMP0463,Satisfied,None,Prefer not to say,Remote,No,1,3,1,54,Healthcare,1,Decrease,Average
24,EMP0464,Satisfied,Daily,Prefer not to say,Hybrid,No,8,5,3,41,IT,3,No Change,Poor
22,EMP0465,Unsatisfied,None,Female,Hybrid,Yes,9,2,1,55,Consulting,4,No Change,Poor
58,EMP0466,Unsatisfied,None,Prefer not to say,Onsite,No,4,2,5,34,Finance,1,Decrease,Average
58,EMP0467,Neutral,None,Prefer not to say,Hybrid,Yes,2,2,2,43,IT,2,Increase,Average
27,EMP0468,Satisfied,Weekly,Non-binary,Hybrid,Yes,9,1,5,37,IT,1,Decrease,Poor
40,EMP0469,Satisfied,Weekly,Prefer not to say,Hybrid,Yes,13,1,4,37,Education,1,Decrease,Average
24,EMP0470,Unsatisfied,Daily,Female,Hybrid,Yes,14,3,1,57,Finance,4,No Change,Poor
43,EMP0471,Neutral,Daily,Female,Onsite,No,7,2,1,33,IT,2,No Change,Good
50,EMP0472,Neutral,Daily,Female,Remote,No,9,2,3,51,Manufacturing,2,Decrease,Average
30,EMP0473,Satisfied,Weekly,Male,Remote,Yes,14,1,5,50,Manufacturing,3,Decrease,Average
35,EMP0474,Unsatisfied,None,Female,Hybrid,No,15,2,1,35,Consulting,2,Decrease,Poor
37,EMP0475,Satisfied,None,Non-binary,Remote,Yes,13,5,4,40,Education,2,Increase,Poor
51,EMP0476,Satisfied,Weekly,Non-binary,Onsite,Yes,9,5,3,53,Retail,3,No Change,Poor
54,EMP0477,Unsatisfied,Daily,Male,Onsite,No,11,4,4,32,Manufacturing,2,Increase,Average
58,EMP0478,Satisfied,None,Female,Remote,No,15,2,3,56,Retail,4,Decrease,Good
36,EMP0479,Unsatisfied,None,Female,Onsite,Yes,1,5,2,55,Finance,1,Decrease,Good
53,EMP0480,Unsatisfied,Weekly,Non-binary,Onsite,Yes,10,1,1,49,Retail,4,No Change,Poor
56,EMP0481,Neutral,Daily,Female,Hybrid,No,12,5,3,23,Retail,2,Decrease,Average
27,EMP0482,Unsatisfied,Weekly,Male,Hybrid,Yes,4,1,3,38,Retail,2,Decrease,Poor
20,EMP0483,Neutral,Weekly,Male,Remote,Yes,11,3,2,23,Education,3,Decrease,Poor
25,EMP0484,Satisfied,Weekly,Female,Remote,No,14,3,1,29,Education,2,Increase,Average
33,EMP0485,Satisfied,None,Female,Remote,No,14,5,1,24,Consulting,1,Increase,Average
35,EMP0486,Neutral,Weekly,Male,Onsite,No,5,2,2,58,Finance,5,No Change,Poor
34,EMP0487,Neutral,Weekly,Male,Hybrid,No,4,4,5,42,Manufacturing,1,Increase,Good
21,EMP0488,Neutral,None,Male,Onsite,No,5,4,1,42,Healthcare,1,No Change,Poor
21,EMP0489,Unsatisfied,Daily,Non-binary,Remote,Yes,2,1,4,39,Healthcare,3,Increase,Poor
29,EMP0490,Unsatisfied,None,Male,Onsite,Yes,8,3,2,45,Healthcare,5,Increase,Good
33,EMP0491,Satisfied,None,Non-binary,Onsite,No,5,5,4,53,IT,2,No Change,Good
42,EMP0492,Neutral,Weekly,Prefer not to say,Hybrid,Yes,11,3,2,43,Finance,4,Increase,Poor
38,EMP0493,Neutral,Weekly,Prefer not to say,Onsite,Yes,7,3,2,24,Education,1,No Change,Average
40,EMP0494,Unsatisfied,None,Male,Remote,Yes,4,5,2,44,Finance,1,Decrease,Average
24,EMP0495,Neutral,Daily,Prefer not to say,Remote,No,4,5,5,39,Education,4,Decrease,Good
28,EMP0496,Neutral,None,Prefer not to say,Hybrid,Yes,4,2,1,40,Retail,2,No Change,Average
57,EMP0497,Unsatisfied,Weekly,Non-binary,Hybrid,Yes,7,3,2,41,Education,4,No Change,Good
41,EMP0498,Neutral,Daily,Male,Remote,Yes,13,2,2,23,Finance,4,No Change,Good
40,EMP0499,Unsatisfied,Daily,Female,Onsite,No,13,5,5,53,Retail,4,Increase,Poor
47,EMP0500,Neutral,Daily,Non-binary,Onsite,Yes,3,3,2,52,Retail,3,Decrease,Average
53,EMP0501,Unsatisfied,None,Female,Onsite,No,2,1,4,58,Consulting,5,Decrease,Good
27,EMP0502,Unsatisfied,Weekly,Prefer not to say,Hybrid,No,13,5,4,56,Retail,1,No Change,Average
33,EMP0503,Unsatisfied,None,Female,Hybrid,No,13,2,3,34,Consulting,3,Increase,Average
50,EMP0504,Satisfied,Daily,Non-binary,Hybrid,No,3,5,3,36,Healthcare,3,Decrease,Average
40,EMP0505,Neutral,Daily,Male,Remote,No,5,4,1,50,Retail,3,No Change,Average
56,EMP0506,Satisfied,Daily,Male,Remote,No,8,4,2,41,Education,4,No Change,Average
29,EMP0507,Satisfied,None,Female,Remote,Yes,15,5,5,27,Healthcare,1,Decrease,Poor
27,EMP0508,Unsatisfied,None,Non-binary,Remote,No,1,2,2,40,Consulting,1,Increase,Average
55,EMP0509,Neutral,Daily,Male,Onsite,Yes,11,5,2,33,Education,1,No Change,Good
28,EMP0510,Neutral,Weekly,Prefer not to say,Remote,No,14,1,4,45,Finance,2,Increase,Poor
59,EMP0511,Satisfied,Weekly,Prefer not to say,Remote,Yes,12,4,3,39,Manufacturing,4,Decrease,Poor
40,EMP0512,Satisfied,Daily,Male,Hybrid,Yes,1,5,4,34,Education,2,Decrease,Average
38,EMP0513,Neutral,Daily,Female,Onsite,Yes,13,5,4,40,IT,3,Increase,Average
37,EMP0514,Unsatisfied,None,Female,Remote,Yes,13,3,1,49,Education,4,Increase,Good
36,EMP0515,Unsatisfied,None,Female,Remote,Yes,0,5,4,35,IT,1,Decrease,Average
55,EMP0516,Neutral,None,Non-binary,Remote,No,11,5,1,43,Finance,1,Increase,Poor
