owners,appid,price,release_date;name,publisher,required_age,categories,steamspy_tags;genres,achievements,median_playtime
0-20000,564420,1.99,2016-12-11;Santa's Special Delivery,Games_Cerulean,0,Single-player;Full controller support;Steam Trading Cards,Action;Indie;Gore;Violent;Gore;Action;Indie,0,0
0-20000,746050,1.69,2017-12-29;MORE SWEATER? OK! (Standalone),Rock Path Collective,0,Single-player;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Action;Casual;Indie;RPG;Simulation,0,0
20000-50000,528820,5.99,2016-11-01;Eisenwald: Blood of November,Aterdux Entertainment,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,RPG;Strategy;Adventure;Adventure;Indie;RPG;Strategy,11,0
0KI_0-20000,630310,15.49,10_2017_24;The Mummy Demastered,W.,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Metroidvania;Action;Adventure,37,299
0-20000,661560,2.09,2017-07-25;A.,Insanity Interactive,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie;Indie,21,0
0-20000,534460,0.0,2016-10-22;Let Hawaii Happen UR,Framestore VR Studio,0,Single-player,Simulation;VR;Simulation,0,0
50000-100000,495350,2.79,2016-O9-16;Woodle Tree 2: Worlds,Chubby Pixel,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Action;Massively Multiplayer;Action;Adventure;Massively Multiplayer,10,-6970
0-20000,938870,8.29,2018-10-02;Chronon,HronosGame,0,Single-player;Partial Controller Support,Adventure;Indie;Puzzle;Adventure;Indie,0,0
0-20000,445840,4.99,2016-02-25;Un.V.Plan.,dzI_Peaksel D.O.O. Nis,0,Single-player,Casual;Indie;Action;Action;Adventure;Casual;Indie,0,0
0-20000,964210,1.69,2019-01-10;Mr Husky,SakuraGame,0,Single-player;Partial Controller Support;Steam Cloud,Early Access;Casual;Action;Action;Adventure;Casual;Indie;Simulation;Early Access,0,0
0-20000,358000,0.79,2015-04-23;The Curse of Nordic Cove,On The Level Game Studios,0,Single-player;Partial Controller Support,Action;Indie;Adventure;Action;Adventure;Indie,0,0
0-20000,511690,6.99,2016-11-17;Duck Force,Andreas Aust,0,Single-player,Indie;Adventure;Casual;Action;Adventure;Casual;Indie;Simulation,0,0
0-20000,663370,2.39,MYv_2017-07-20;The Zwuggels - A Beach Holiday Adventure for Kids,q0uZ_Ploosh GmbH,0,Single-player;Steam Achievements,Adventure;Casual;Indie;Adventure;Casual;Indie,32,729
20000-50000,418120,5.99,2016-01-05;Cally's Caves 3,yC_VDO Games,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Action;Female Protagonist;Action;Adventure;Indie;RPG,64,221
0-20000,673570,4.79,2017-07-14;Squadron: 5ky Guardians,Stretegy First,0,Single-player,Action;Indie;Simulation;Action;Indie;Simulation,0,0
0-20000,857240,2.09,01_2018_06;T.P.Experi.Bat.Roy.,Aerolab Studios LTD,0,Multi-player;Online Multi-Player;MMO,Early Access;Action;Violent;Violent;Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access,0,-6106
0-20000,804900,1.69,201.03.1.;Cat's Bar,橘喵喵,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy;Casual;Indie;Strategy,24,0
0-20000,666730,5.99,2017-08-03;This Merchant Life,Inexplicable Games,0,Single-player,Early Access;Strategy;RPG;Indie;RPG;Strategy;Early Access,0,0
0-20000,300630,11.99,2016-09-09;Pure Chess Grandmaster Edition,Ripstone,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Strategy;Indie;Simulation;Casual;Indie;Simulation;Sports;Strategy,13,0
0-20000,743340,8.99,2018-02-14;Tanks Meet Zombies,sGp_Titan Forged Games,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Zombies;Action;Casual,19,0
50000-100000,784150,19.99,2019-03-15;Workers & Resources: Soviet Republic,3Division,0,Single-player,Early Access;City Builder;Strategy;Indie;Simulation;Strategy;Early Access,0,0
200000-500000,217690,7.99,2013-04-12;Anna - Extended Edition,Calypso Media Digital,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Horror;Adventure;Indie;Adventure;Indie,35,269
0-20000,652360,9.99,2018-09-13;BF.O.D.,ASA Studio,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Indie;Casual;4 Player Local;Action;Casual;Indie,40,0
0-20000,799530,1.69,2018-03-02;Psychopathics,DarkEvilGames,0,Single-player,Action;Adventure;Violent;Violent;Action;Adventure,0,0
0-20000,961460,0.79,2018-11-11;Oppai Puzzle,NeXDoNe,0,Single-player;Steam Achievements,Nudity;Sexual Content;Indie;Casual;Indie,15,0
0-20000,513770,1.69,74_2016-08-18;Click Space Miner,SimplexGameStudio,0,Single-player;Steam Cloud,Action;Indie;Casual;Action;Casual;Indie,0,0
0-20000,666660,6.99,2017-07-14;Cwstlee,interplay,0,Single-player,Strategy;Adventure;Adventure;Strategy,0,0
0-20000,648780,15.99,2017-11-30;It's Quiz Time,Vision Games Publishing LTD,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Leaderboards,Casual;Indie;Strategy;Casual;Indie;Strategy,38,355
50000-100000,529150,0.0,2016-10-13;Lazerbait,Taylor Stapleton,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Strategy;Indie;VR;Indie;Strategy,4,13
20000-50000,348470,39.99,201.09.2.;SAMURAI WARR1ORS 4-II,"KOEI TECMO GAMES CO., LTD.",0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Hack and Slash;Historical;Action,54,0
20000-50000,567160,3.99,2018-06-17;Katy and Bob: Safari Cafe,8Floor,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Strategy;Management;Casual;Strategy,12,0
0-20099,684400,0.0,2018-03-22;Power War:The First Men,Ferman Studio,0,Multi-player;Online Multi-Player,Indie;Action;Massively Multiplayer;Violent;Action;Indie;Massively Multiplayer,0,-6594
100000-200000,739000,1.69,2017-11-15;Grobda Remix,SakuraGame,0,Single-player;Steam Trading Cards;Steam Cloud,Indie;Adventure;Casual;Adventure;Casual;Indie,0,211
0-20000,566560,2.09,2XZg_2016-12-27;Fighters Unleashad,FLYNET STUDIOS,0,Single-player;Partial Controller Support,Action;Indie;Adventure;Action;Adventure;Indie,0,-3556
0-20000,709340,7.19,2017-09-25;Spirits of Mystery: The Dark Minotaur Collector's Edition,8ig Fish Games,0,Single-player,Adventure;Casual;Hidden Object;Adventure;Casual,0,0
0-20000,593250,9.99,2017-05-19;Voxel Shot VR,SAT-BOX,0,Single-player,Action;Indie;VR;Action;Casual;Indie,0,5480
0-20000,716150,2.89,2017_11_10;Nakawak: Expanded Color Edition,Anxious Neck Games,0,Single-player;Partial Controller Support,Action;Adventure;Indie;Action;Adventure;Indie,0,-4458
0-wp000,457770,4.99,2016-07-25;Audio Arena,Skydome Studios,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;VR;Action,25,0
0-20000,782210,9.29,2018-04-30;Ar.Surf.,Pix.Fyz.,0,Single-player;Online Multi-Player;Steam Cloud;Steam Leaderboards,Early Access;Action;Indie;Action;Indie;Racing;Sports;Early Access,0,-434
0-20000,696400,0.79,201.09.1.;NeoBoom,BJGameInd,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy;Casual;Casual;Indie;Strategy,961,1
0-20099,1032240,4.99,2019-03-25;Line Loops - Logic Puzzles,Final Game Studio,0,Single-player;Steam Achievements;Steam Cloud,Indie;Casual;Puzzle;Casual;Indie,38,-6597
0-20000,895120,3.99,2018-10-12;Dog Jam,D4 Laboratory,0,Single-player;Steam Achievements,Casual;Strategy;Indie;Casual;Indie;Strategy,15,0
50000-100000,542480,0.0,2017-03-27;Therian Saga,Virtys,0,Multi-player;Online Multi-Player;MMO;In-App Purchases,Free to Play;RPG;Massively Multiplayer;Free to Play;Massively Multiplayer;RPG;Strategy,0,1
2.50.,3540,4.25,2008-10-15;6E_Peggle™ Nights,"PopCap Games, Inc.",0,Single-player,Casual;Puzzle;Singleplayer;Casual,0,237
50000-100000,513230,1.99,yZcx_2016-09-01;The Underground Man,Mahsoft,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Story Rich;Memes;Adventure;Indie,28,-8604
6XwE_200000-500000,18700,6.99,2009_02_04;And Yet It Moves,Broken Rules,0,Single-player;Steam Achievements;Partial Controller Support,Platformer;Indie;Puzzle;Action;Indie,30,22
0-20000,887900,3.99,SfC_2019-04-04;egg is broken. heart is too.,Curious Visions,0,Single-player,Action;Indie;Casual;Action;Casual;Indie,0,0
20000_0,446460,5.59,2016-03-04;Highland Warriors,United Independent Entertainment GmbH,0,Single-player,Strategy;RTS;Strategy,0,0
0-20000,687870,0.0,2017-08-28;C1NEVR - The Movie Theater,CINEMUR,0,Full controller support;In-App Purchases,Utilities;VR;Simulation;Utilities,0,0
20000_0,715210,0.79,2018-05-31;The Pillage,Bishop Armstrong,0,Single-player;Steam Achievements;Steam Trading Cards,Gore;Action;Indie;Action;Casual;Indie,12,0
p-20000,592040,1.59,2017-02-27;Enerjia,Mark Sowders,0,Single-player,Casual;Action;Indie;Action;Casual;Indie;Strategy,10,-2836
0-20000,893490,0.0,2018-07-30;Team A.R.G. Anthology,Radical Piece,0,Single-player,Indie;Casual;Casual;Indie,0,0
0-20000,293160,10.99,2015-07-15;AntharioN,Orphic Software,0,Single-player,RPG;Strategy;Indie;Adventure;Indie;RPG;Strategy,0,1598
20000-50000,305920,4.79,2014-08-08;Another Perspective,ShaunJS;Digerati Distribution,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Adventure;Platformer;Adventure;Indie,8,0
0-20000,567480,2.09,2017-01-24;UEPH,"Creature of the Rise co.,ltd.",0,Single-player,Indie;Action;Adventure;Gore;Action;Adventure;Indie,24,0
0-20000,920810,0.79,2018-09-10;1 ♥ You!,Atriagames,0,Single-player,Sexual Content;Nudity;Simulation;Sexual Content;Nudity;Adventure;Simulation,0,0
0-20000,820790,0.0,2018-04-04;FEAST: Book One «Family Ties»,FairyPeople,0,Single-player;Steam Cloud,Free to Play;Indie;Adventure;Adventure;Casual;Free to Play;Indie,0,0
100000-2000O0,571260,44.99,2017-06-15;T.K.O.FIGHTE.XI.ST.EDITI.,SNK CORPORATION,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Fighting;Arcade;Multiplayer;Action,48,-3909
0-20000,951130,5.79,2018-11-09;心之檻,第一點心;DimSumOneStudio,0,Single-player;Steam Achievements;Steam Cloud,RPG;Indie;Casual;Casual;Indie;RPG,9,2652
0-20000,436870,3.99,2016-04-20;Tank 8rawl,Phung Games,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Casual;RPG;Action;Casual;Indie;RPG,0,216
0-20000,392290,2.89,2018-07-19;Macroboy Y,Hanged Bunny Studio,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,Early Access;Action;Indie;Action;Casual;Indie;Early Access,0,0
0-20000,438090,1.59,2016-06-10;Defend Felinearth,Sixth Line Studios,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Action;Casual;Action;Casual;Indie,35,0
0-20000,823800,2.09,2018-08-30;Play_Kitty,Who_Play_Cats,0,Single-player;Steam Achievements,Indie;Adventure;Adventure;Indie,18,0
0-20000,754340,7.19,2018-07-18;8VSD_Paper Dungeons Crawler,Zbent Mega,0,Single-player;Steam Achievements,RPG;Indie;Rogue-like;Indie;RPG,22,0
0-20000,668300,2.89,2017-07-14;Chi.Sou.Hu.Garde.,Dawei Liu,0,Single-player,Action;RPG;Indie;Action;Indie;RPG,0,0
0-20000,516550,1.59,2016-08-24;Relativ.,TomCGames,0,Single-player,Action;Adventure;Indie;Action;Adventure;Indie,0,0
0-20000,655730,10.29,BVfW_2017-07-19;QZ_This Strange Realm Of Mine,Doomster Enterteinment,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Adventure;Action;Action;Adventure;Indie,31,0
0-20000,762360,0.79,2018-02-19;Hexed,GamesB.,0,Single-player;Steam Achievements;Steam Cloud,Indie;Casual;Casual;Indie,92,0
0-20000,755580,0.79,2017-12-12;Daddy's gone a-hunting,KrupinskiArt,0,Single-player,Action;Indie;Casual;Action;Adventure;Casual;Indie,0,8829
20000_0,421630,2.89,2915-w1-20;A Study in Steampunk: Choice by Gaslight,Hosted Games,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG;Steampunk;Indie;RPG,57,0
50000-100000,205830,6.99,2012-03-01;Luxor Evolved,MumboJumbo,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Action;Indie;Action;Indie;Casual,33,94
0-20000,644530,1.59,2017-06-21;Maid_san's_メイドさん洞窟探検_Caving_The_Adventure,KoheiGallary,0,Single-player;Full controller support,Action;Indie;Anime;Action;Indie,0,0
0-20000,684320,7.19,2018-05-24;HOT PINK,Wildgrass,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Casual;Colorful;Arcade;Action;Casual;Indie,32,0
ql_0-20000,341390,2.09,d_2015-02-02;Vulture for NetHack,DarkArts 5tudios,0,Single-player;Steam Trading Cards;Steam Cloud,RPG;Rogue-like;Procedural Generation;Indie;RPG;Strategy,0,1467
500000-1000000,308040,4.49,2014-08-06;Back to Bed,Bedtime Digital Games,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Indie;Puzzle;Casual;Action;Casual;Indie,20,2046
O-20000,939200,0.79,09_25_2018;Gold Magic 800,Etqan Company,0,Single-player;Full controller support;Includes level editor,Casual;Puzzle;Singleplayer;Casual,0,0
0-29090,647990,7.19,2017-07-17;Batter Up! VR,Polygon Dust Entertainment Ltd.,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Simulation;Funny;Casual;Simulation,29,0
0-20000,903760,0.0,2018-11-22;BinaryBotsVR,cbinfosystems,0,Single-player,Adventure;Free to Play;VR;Adventure;Free to Play,0,1145
0-20000,969230,0.79,2018-11-06;Death 5pace,Ghost_RUS Games,0,Single-player;Steam Achievements,Action;Indie;Adventure;Action;Adventure;Indie,1,9667
20000_0,887960,7.19,2018-07-23;Mystery Case Files: Rewind Collector's Edition,Big Fish Games,0,Single-player,Casual;Adventure;Hidden Object;Adventure;Casual,0,4295
0-20000,568040,1.69,2017-03-17;Macbat 64,Siactro,0,Single-player;Partial Controller Support,Action;Indie;3D Platformer;Action;Indie,0,0
0.2.,720320,1.69,2018-04-13;ShineG Has Nightmares,me_Galulugame,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Adventure;Indie;Action;Adventure;Casual;Indie;RPG;Strategy,53,2911
0-20000,942300,7.19,20w8-11-12;✌ Johnny Rocked,hede,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Stylized;Action;Indie,5,0
50000-100000,746910,0.0,2017-12-05;Chicken Farm 2K17,Jakal Studioz,0,Single-player,Free to Play;Indie;Casual;Casual;Free to Play;Indie;Simulation;Strategy,0,43
20000-50000,366270,5.59,e016-p5-18;SHOCK TROOPARS,SNK CORPORATION,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Arcade;Retro;Action,15,-9273
FX3_100000-200000,671510,19.99,2019-01-17;DES0LATE,HypeTrain Digital,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support;Steam Cloud,Survival;Multiplayer;Horror;Action;Adventure;RPG,72,987
0-20000,652610,0.79,2017-07-15;Stick Nightmare,Pedro Castro Menezes,0,Single-player;Full controller support,Indie;Platformer;2D;Indie,0,0
0-20000,977900,0.79,2018-12-07;Kick The Puppet,RewindApp,0,Single-player,Casual;Action;Indie;Action;Casual;Indie,0,0
200000-500000,535760,0.99,2016-10-07;Unforgiving Trials: The Space Crusede,Amaterasu Software,0,Single-player;Steam Trading Cards,Adventure;Indie;RPG;Adventure;Indie;RPG,0,7317
0-20000,340380,2.79,2015-02-03;Pizzarian,Alex Jedraszczak,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Indie;Action;Indie,43,0
1000000-2000000,242700,14.99,201.1.29.;Injustice: Gods Among Us Ultimate Edition,Warner Bros. Interactive Entertainment,16,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Fighting;Superhero;Action;Action,50,320
50000-100000,616720,3.99,30_06_2017;Live2DViewerEX,Pa.S.,0,Steam Workshop,Early Access;Animation & Modeling;Utilities;Animation & Modeling;Utilities;Early Access,0,55
200000-500000,445720,0.0,2017-02-14;Battle Islands: Commanders,Games_505,0,Single-player;Online Multi-Player;Full controller support;In-App Purchases,Free to Play;Strategy;Action;Action;Free to Play;Strategy,0,3138
0-20000,439490,10.99,2016-q0-11;BLUE REVOLVER,Steller Circle,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Shoot 'Em Up;Indie;Action;Action;Indie,40,0
20000-50000,294580,3.99,2014_01_05;Freddi Fish and Luther's Water Worries,Humongous Entertainment;Nightdive Studios,0,Single-player;Steam Cloud,Casual;Adventure;Family Friendly;Adventure;Casual,0,0
0-20000,577120,3.99,2017-01-06;Archipelago: Navigable VR Comic,Walkie Entertainment,0,Single-player,Indie;Casual;Story Rich;Casual;Indie,0,1834
0-20000,654020,4.79,2017-07-07;Ben The Exorcizt,ky_Wraith Studio,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie;Action;Adventure;Indie,27,0
0-20000,972740,7.19,2018-11-14;KOBOLD: Chapter I,anotherworld GmbH,0,Single-player,Adventure;VR;Horror;Adventure,0,0
0-3p000,471270,1.99,2016-05-27;Leave The Nest,Kaio Interactive,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie;Casual;Action;Casual;Indie,39,-5654
0-20000,235520,7.19,2019-03-28;The White Laboratory,Laboratory Systems;Gamera Game,0,Single-player;Steam Achievements;Steam Cloud,Indie;Strategy;Tower Defense;Indie;Strategy,15,0
0.2000.,678240,0.79,2017-07-14;Destroyer: Invasion,MFAFB Games LLC,0,Single-player;Steam Achievements;Full controller support;Captions available,Action;Indie;Action;Indie,10,0
0-20000,739710,3.99,2O17-12-07;Monsterplants vs Bowling - Arcade Edition,Payo.Te.,0,Single-player;Local Multi-Player;Local Co-op,Action;VR;Action,0,0
0-20000,779240,7.19,2018-02-21;Conquer,Wan Studio,0,Single-player,Action;Adventure;Indie;Action;Adventure;Indie,0,0
20000_0,1009690,0.79,2019-02-21;Saving Simon,Lotus GamesTr,0,Single-player,RPG;Indie;Casual;Casual;Indie;RPG,0,-733
0-20000,341540,3.99,20.0.19.;TRIP Steam Edition,Axel Shokk,0,Single-player,Indie;Casual;Adventure;Adventure;Casual;Indie;Simulation,0,0
agm_50000-100000,377430,0.0,2o15-08-29;Who Iz Mike - A Visual Novel,Afterthought Studios,0,Single-player,Indie;Visual Novel;Casual;Casual;Indie;RPG;Simulation,0,48
0-20000,464490,5.99,2016-07-19;The Afterglow of Grisaia,Frontwing USA,0,Single-player;Steam Trading Cards;Steam Cloud,Nudity;Visual Novel;Anime;Nudity;Violent;Adventure;Casual,0,-1373
0-290o0,822920,7.19,2019-02-15;Eolen,Red Mount Media Intl,0,Single-player;Steam Achievements,Indie;Gore;Violent;Indie,16,0
0-20000,765640,3.99,2017-12-27;Change,"Ryu Productions Co., Itd;Fam2ra Game",0,Single-player;Steam Achievements;Steam Cloud,Indie;Casual;Visual Novel;Casual;Indie,1,9669
20000-50000,404630,3.99,2015-10-23;One Hundred Ways,Sunlight Games,0,Single-player;Steam Trading Cards,Casual;Indie;Strategy;Casual;Indie;Strategy,0,2189
SnBz_0-20000,955400,4.49,2018-11-01;Bonds,DID Games,0,Single-player,Sexual Content;Indie;Casual;Casual;Indie;Simulation,0,0
2000p-5000o,370310,2.79,2015-05-22;Jones_Tompi,Drea.,0,Single-player,Action;Casual;Adventure;Action;Adventure;Casual;Indie,0,8100
