appid,name,release_date,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,owners,price
338080,A列車で行こう8,2015-01-08,Degica,windows,0,Single-player,Simulation,Simulation,0,4,2,0,0-20000,29.99
776540,aMAZE Untouchable,2018-01-11,Blender Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,150,24,5,0,0-20000,0.79
348540,Divine Slice of Life,2015-10-22,Dharker Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Nudity;Indie;Visual Novel,1,182,79,284,20000-50000,7.19
712380,Temple Escape,2017-09-26,For Kids,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual,40,34,6,0,0-20000,1.69
347710,Perils of Man,2015-04-28,Vertigo Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,14,125,31,0,20000-50000,6.99
241620,Inquisitor,2013-08-01,"CINEMAX, s.r.o.",windows,18,Single-player;Steam Trading Cards,Violent;Gore;Indie;RPG,RPG;Indie;Isometric,0,330,164,0,100000-200000,6.99
771690,Fimbul,2019-02-28,Wild River Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,13,14,7,0,0-20000,14.99
320400,Magnifico,2014-12-02,Slitherine Ltd.,windows,0,Single-player;Steam Trading Cards,Casual;Strategy,Strategy;Casual;Board Game,0,64,47,6,50000-100000,3.99
12500,PuzzleQuest: Challenge of the Warlords,2008-01-29,"D3Publisher of America, Inc.",windows,0,Single-player;Multi-player;Steam Cloud,Casual,Puzzle;Match 3;Casual,0,561,80,52,100000-200000,6.99
232970,Thunder Wolves,2013-05-15,HandyGames,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,20,377,61,0,100000-200000,7.99
571500,Magic Hour,2016-12-20,Wolf In Motion Ltd,windows,0,Single-player,Adventure;Simulation;Early Access,Early Access;Adventure;Simulation,0,4,0,0,0-20000,0.0
564420,Santa's Special Delivery,2016-12-11,Cerulean Games,windows;mac;linux,0,Single-player;Full controller support;Steam Trading Cards,Violent;Gore;Action;Indie,Action;Indie;Gore,0,9,1,0,0-20000,1.99
746050,MORE SWEATER? OK! (Standalone),2017-12-29,Rock Path Collective,windows;mac;linux,0,Single-player;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;RPG;Simulation,Action;Casual;Indie,0,4,0,0,0-20000,1.69
528820,Eisenwald: Blood of November,2016-11-01,Aterdux Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Strategy;Adventure,11,69,56,0,20000-50000,5.99
630310,The Mummy Demastered,2017-10-24,WayForward,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Adventure;Metroidvania,37,178,44,299,0-20000,15.49
661560,Audioship,2017-07-25,Insanity Interactive,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie,Indie,21,1,2,0,0-20000,2.09
534460,Let Hawaii Happen VR,2016-10-22,Framestore VR Studio,windows,0,Single-player,Simulation,Simulation;VR,0,14,11,0,0-20000,0.0
495350,Woodle Tree 2: Worlds,2016-09-16,Chubby Pixel,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Massively Multiplayer,Adventure;Action;Massively Multiplayer,10,179,69,381,50000-100000,2.79
938870,Chronon,2018-10-02,HronosGame,windows,0,Single-player;Partial Controller Support,Adventure;Indie,Adventure;Indie;Puzzle,0,1,1,0,0-20000,8.29
445840,Undead vs Plants,2016-02-25,Peaksel D.O.O. Nis,windows;mac,0,Single-player,Action;Adventure;Casual;Indie,Casual;Indie;Action,0,15,27,0,0-20000,4.99
964210,Mr Husky,2019-01-10,SakuraGame,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie;Simulation;Early Access,Early Access;Casual;Action,0,22,2,0,0-20000,1.69
358000,The Curse of Nordic Cove,2015-04-23,On The Level Game Studios,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,0,15,13,0,0-20000,0.79
511690,Duck Force,2016-11-17,Andreas Aust,windows,0,Single-player,Action;Adventure;Casual;Indie;Simulation,Indie;Adventure;Casual,0,8,1,0,0-20000,6.99
663370,The Zwuggels - A Beach Holiday Adventure for Kids,2017-07-20,Ploosh GmbH,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Casual;Indie,32,33,1,0,0-20000,2.39
418120,Cally's Caves 3,2016-01-05,VDO Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Indie;Action;Female Protagonist,64,349,77,221,20000-50000,5.99
673570,Squadron: Sky Guardians,2017-07-14,Strategy First,windows,0,Single-player,Action;Indie;Simulation,Action;Indie;Simulation,0,1,4,0,0-20000,4.79
857240,The Prison Experiment: Battle Royale,2018-06-01,Aerolab Studios LTD,windows,0,Multi-player;Online Multi-Player;MMO,Violent;Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access,Early Access;Action;Violent,0,33,56,0,0-20000,2.09
804900,Cat's Bar,2018-03-11,橘喵喵,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Casual;Indie;Strategy,24,22,11,0,0-20000,1.69
666730,This Merchant Life,2017-08-03,Inexplicable Games,windows,0,Single-player,Indie;RPG;Strategy;Early Access,Early Access;Strategy;RPG,0,25,9,0,0-20000,5.99
300630,Pure Chess Grandmaster Edition,2016-09-09,Ripstone,windows,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie;Simulation;Sports;Strategy,Strategy;Indie;Simulation,13,66,32,0,0-20000,11.99
743340,Tanks Meet Zombies,2018-02-14,Titan Forged Games,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Casual,Action;Casual;Zombies,19,4,1,0,0-20000,8.99
784150,Workers & Resources: Soviet Republic,2019-03-15,3Division,windows,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;City Builder;Strategy,0,1369,311,0,50000-100000,19.99
217690,Anna - Extended Edition,2013-04-12,Kalypso Media Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Horror;Adventure;Indie,35,878,489,269,200000-500000,7.99
652360,BFF or Die,2018-09-13,ASA Studio,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Indie;Casual;4 Player Local,40,18,3,0,0-20000,9.99
799530,Psychopathics,2018-03-02,DarkEvilGames,windows,0,Single-player,Violent;Action;Adventure,Action;Adventure;Violent,0,15,7,0,0-20000,1.69
961460,Oppai Puzzle,2018-11-11,NeXToNe,windows;mac,0,Single-player;Steam Achievements,Casual;Indie,Nudity;Sexual Content;Indie,15,71,6,0,0-20000,0.79
513770,Click Space Miner,2016-08-18,SimplexGameStudio,windows,0,Single-player;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,0,8,14,0,0-20000,1.69
666660,Castles,2017-07-14,interplay,windows;mac,0,Single-player,Adventure;Strategy,Strategy;Adventure,0,2,3,0,0-20000,6.99
648780,It's Quiz Time,2017-11-30,Vision Games Publishing LTD,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Leaderboards,Casual;Indie;Strategy,Casual;Indie;Strategy,38,36,12,0,0-20000,15.99
529150,Lazerbait,2016-10-13,Taylor Stapleton,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Indie;Strategy,Strategy;Indie;VR,4,383,11,13,50000-100000,0.0
348470,SAMURAI WARRIORS 4-II,2015-09-29,"KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,Action;Hack and Slash;Historical,54,757,215,0,20000-50000,39.99
567160,Katy and Bob: Safari Cafe,2018-06-17,8Floor,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Strategy,Casual;Strategy;Management,12,36,6,0,20000-50000,3.99
684400,Power War:The First Men,2018-03-22,Ferman Studio,windows,0,Multi-player;Online Multi-Player,Violent;Action;Indie;Massively Multiplayer,Indie;Action;Massively Multiplayer,0,3,1,0,0-20000,0.0
739000,Grobda Remix,2017-11-15,SakuraGame,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Indie;Adventure;Casual,0,410,143,143,100000-200000,1.69
566560,Fighters Unleashed,2016-12-27,FLYNET STUDIOS,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,0,2,12,0,0-20000,2.09
709340,Spirits of Mystery: The Dark Minotaur Collector's Edition,2017-09-25,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0-20000,7.19
593250,Voxel Shot VR,2017-05-19,SAT-BOX,windows,0,Single-player,Action;Casual;Indie,Action;Indie;VR,0,12,0,0,0-20000,9.99
716150,Nakawak: Expanded Color Edition,2017-10-11,Anxious Neck Games,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,0,18,4,0,0-20000,2.89
457770,Audio Arena,2016-07-25,Skydome Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action,Action;VR,25,20,3,0,0-20000,4.99
782210,Arc Surfer,2018-04-30,Pixel Fyzz,windows,0,Single-player;Online Multi-Player;Steam Cloud;Steam Leaderboards,Action;Indie;Racing;Sports;Early Access,Early Access;Action;Indie,0,5,0,0,0-20000,9.29
696400,NeoBoom,2017-09-14,BJGameInd,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Indie;Strategy;Casual,961,13,23,1,0-20000,0.79
1032240,Line Loops - Logic Puzzles,2019-03-25,Final Game Studio,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,38,1,1,0,0-20000,4.99
895120,Dog Jam,2018-10-12,D4 Laboratory,windows,0,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Strategy;Indie,15,13,2,0,0-20000,3.99
542480,Therian Saga,2017-03-27,Virtys,windows,0,Multi-player;Online Multi-Player;MMO;In-App Purchases,Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;RPG;Massively Multiplayer,0,224,100,1,50000-100000,0.0
3540,Peggle™ Nights,2008-10-15,"PopCap Games, Inc.",windows;mac,0,Single-player,Casual,Casual;Puzzle;Singleplayer,0,368,24,237,200000-500000,4.25
513230,The Underground Man,2016-09-01,Mehsoft,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Indie;Story Rich;Memes,28,1087,216,102,50000-100000,1.99
18700,And Yet It Moves,2009-04-02,Broken Rules,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Platformer;Indie;Puzzle,30,735,327,17,200000-500000,6.99
887900,egg is broken. heart is too.,2019-04-04,Curious Visions,windows;mac,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,15,2,0,0-20000,3.99
446460,Highland Warriors,2016-03-04,United Independent Entertainment GmbH,windows,0,Single-player,Strategy,Strategy;RTS,0,11,9,0,0-20000,5.59
687870,CINEVR - The Movie Theater,2017-08-28,CINEMUR,windows,0,Full controller support;In-App Purchases,Utilities,Utilities;VR;Simulation,0,13,16,0,0-20000,0.0
715210,The Pillage,2018-05-31,Bishop Armstrong,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Gore;Action;Indie,12,25,2,0,0-20000,0.79
592040,Energia,2017-02-27,Mark Sowders,windows,0,Single-player,Action;Casual;Indie;Strategy,Casual;Action;Indie,10,7,1,0,0-20000,1.59
893490,Team A.R.G. Anthology,2018-07-30,Radical Piece,windows;linux,0,Single-player,Casual;Indie,Indie;Casual,0,2,0,0,0-20000,0.0
293160,AntharioN,2015-07-15,Orphic Software,windows;mac,0,Single-player,Adventure;Indie;RPG;Strategy,RPG;Strategy;Indie,0,107,53,0,0-20000,10.99
305920,Another Perspective,2014-08-08,ShaunJS;Digerati Distribution,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,Indie;Adventure;Platformer,8,252,37,0,20000-50000,4.79
567480,HEPH,2017-01-24,"Creature of the Rise co.,ltd.",windows,0,Single-player,Gore;Action;Adventure;Indie,Indie;Action;Adventure,24,13,5,0,0-20000,2.09
920810,I ♥ You!,2018-09-10,Atriagames,windows,0,Single-player,Sexual Content;Nudity;Adventure;Simulation,Sexual Content;Nudity;Simulation,0,53,20,0,0-20000,0.79
820790,FEAST: Book One «Family Ties»,2018-04-04,FairyPeople,windows,0,Single-player;Steam Cloud,Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Adventure,0,55,18,0,0-20000,0.0
571260,THE KING OF FIGHTERS XIV STEAM EDITION,2017-06-15,SNK CORPORATION,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action,Fighting;Arcade;Multiplayer,48,1531,365,381,100000-200000,44.99
951130,心之檻,2018-11-09,第一點心;DimSumOneStudio,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;RPG,RPG;Indie;Casual,9,57,14,0,0-20000,5.79
436870,Tank Brawl,2016-04-20,Phung Games,windows,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Casual;Indie;RPG,Action;Casual;RPG,0,22,11,0,0-20000,3.99
392290,Macroboy Y,2018-07-19,Hanged Bunny Studio,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0,1,0,0,0-20000,2.89
438090,Defend Felinearth,2016-06-10,Sixth Line Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,35,5,3,0,0-20000,1.59
823800,Kitty Play,2018-08-30,Cats Who Play,windows,0,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure,18,5,3,0,0-20000,2.09
754340,Paper Dungeons Crawler,2018-07-17,Agent Mega,windows;mac;linux,0,Single-player;Steam Achievements,Indie;RPG,RPG;Indie;Rogue-like,22,16,6,0,0-20000,7.19
668300,Chinese Souls-Hua Garden/华夏园,2017-07-14,Dawei Liu,windows,0,Single-player,Action;Indie;RPG,Action;RPG;Indie,0,18,15,0,0-20000,2.89
516550,Relativity,2016-08-24,TomCGames,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,10,1,0,0-20000,1.59
655730,This Strange Realm Of Mine,2017-07-19,Doomster Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Adventure;Action,31,174,36,0,0-20000,10.29
762360,Hexed,2018-02-19,GamesByLD,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual,92,1,0,0,0-20000,0.79
755580,Daddy's gone a-hunting,2017-12-12,KrupinskiArt,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Indie;Casual,0,2,7,0,0-20000,0.79
421630,A Study in Steampunk: Choice by Gaslight,2015-11-20,Hosted Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,Indie;RPG;Steampunk,57,128,4,0,0-20000,2.89
205830,Luxor Evolved,2012-03-01,MumboJumbo,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Casual,Casual;Action;Indie,33,196,18,94,50000-100000,6.99
644530,The Maid_san's Caving Adventure - メイドさん洞窟探検 -,2017-06-21,KoheiGallery,windows,0,Single-player;Full controller support,Action;Indie,Action;Indie;Anime,0,9,7,0,0-20000,1.59
684320,HOT PINK,2018-05-24,Wildgrass,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Action;Casual;Indie,Casual;Colorful;Arcade,32,20,1,0,0-20000,7.19
341390,Vulture for NetHack,2015-02-02,DarkArts Studios,windows;linux,0,Single-player;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Rogue-like;Procedural Generation,0,102,45,13714,0-20000,2.09
308040,Back to Bed,2014-08-06,Bedtime Digital Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Casual;Indie,Indie;Puzzle;Casual,20,1497,342,242,500000-1000000,4.49
939200,Gold Magic 800,2018-09-25,Etqan Company,windows,0,Single-player;Full controller support;Includes level editor,Casual,Casual;Puzzle;Singleplayer,0,1,2,0,0-20000,0.79
647990,Batter Up! VR,2017-07-17,Polygon Dust Entertainment Ltd.,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Simulation,Casual;Simulation;Funny,29,16,1,0,0-20000,7.19
903760,BinaryBotsVR,2018-11-22,cbinfosystems,windows,0,Single-player,Adventure;Free to Play,Adventure;Free to Play;VR,0,3,4,0,0-20000,0.0
969230,Death Space,2018-11-06,Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie,Action;Indie;Adventure,1,1,8,0,0-20000,0.79
887960,Mystery Case Files: Rewind Collector's Edition,2018-07-23,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,6,1,0,0-20000,7.19
568040,Macbat 64,2017-03-17,Siactro,windows,0,Single-player;Partial Controller Support,Action;Indie,Action;Indie;3D Platformer,0,78,13,0,0-20000,1.69
720320,ShineG Has Nightmares,2018-04-13,Galulugame,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Adventure;Casual;Indie;RPG;Strategy,Action;Adventure;Indie,53,29,6,0,0-20000,1.69
942300,✌ Johnny Rocket,2018-11-12,hede,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie,Action;Indie;Stylized,5,9,5,0,0-20000,7.19
746910,Chicken Farm 2K17,2017-12-05,Jakal Studios,windows,0,Single-player,Casual;Free to Play;Indie;Simulation;Strategy,Free to Play;Indie;Casual,0,147,62,43,50000-100000,0.0
366270,SHOCK TROOPERS,2016-05-18,SNK CORPORATION,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;Arcade;Retro,15,58,15,0,20000-50000,5.59
671510,DESOLATE,2019-01-17,HypeTrain Digital,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support;Steam Cloud,Action;Adventure;RPG,Survival;Multiplayer;Horror,72,2564,1094,503,100000-200000,19.99
652610,Stick Nightmare,2017-07-15,Pedro Castro Menezes,windows;linux,0,Single-player;Full controller support,Indie,Indie;Platformer;2D,0,6,1,0,0-20000,0.79
977900,Kick The Puppet,2018-12-07,RewindApp,windows,0,Single-player,Action;Casual;Indie,Casual;Action;Indie,0,1,4,0,0-20000,0.79
535760,Unforgiving Trials: The Space Crusade,2016-10-07,Amaterasu Software,windows,0,Single-player;Steam Trading Cards,Adventure;Indie;RPG,Adventure;Indie;RPG,0,144,100,243,200000-500000,0.99
