appid,name,release_date,english,developer,publisher,platforms,required_age,categories,steamspy_tags,negative_ratings,median_playtime,owners,price
232970,Thunder Wolves,2013-05-15,1,Most Wanted Entertainment,HandyGames,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Casual,61,0,100000-200000,7.99
571500,Magic Hour,2016-12-20,1,Wolf In Motion Ltd,Wolf In Motion Ltd,windows,0,Single-player,Early Access;Adventure;Simulation,0,0,0-20000,0.0
564420,Santa's Special Delivery,2016-12-11,1,Drunk Robot Games;Effinvance,Cerulean Games,windows;mac;linux,0,Single-player;Full controller support;Steam Trading Cards,Action;Indie;Gore,1,0,0-20000,1.99
746050,MORE SWEATER? OK! (Standalone),2017-12-29,1,Triple-Star Studio,Rock Path Collective,windows;mac;linux,0,Single-player;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,0,0,0-20000,1.69
528820,Eisenwald: Blood of November,2016-11-01,1,Aterdux Entertainment,Aterdux Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,RPG;Strategy;Adventure,56,0,20000-50000,5.99
630310,The Mummy Demastered,2017-10-24,1,WayForward,WayForward,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Metroidvania,44,299,0-20000,15.49
661560,Audioship,2017-07-25,1,Insanity Interactive,Insanity Interactive,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie,2,0,0-20000,2.09
534460,Let Hawaii Happen VR,2016-10-22,1,Framestore VR Studio,Framestore VR Studio,windows,0,Single-player,Simulation;VR,11,0,0-20000,0.0
495350,Woodle Tree 2: Worlds,2016-09-16,1,Fabio Ferrara,Chubby Pixel,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Action;Massively Multiplayer,69,381,50000-100000,2.79
938870,Chronon,2018-10-02,1,HronosGame,HronosGame,windows,0,Single-player;Partial Controller Support,Adventure;Indie;Puzzle,1,0,0-20000,8.29
445840,Undead vs Plants,2016-02-25,1,Peaksel D.O.O. Nis,Peaksel D.O.O. Nis,windows;mac,0,Single-player,Casual;Indie;Action,27,0,0-20000,4.99
964210,Mr Husky,2019-01-10,1,Heero,SakuraGame,windows,0,Single-player;Partial Controller Support;Steam Cloud,Early Access;Casual;Action,2,0,0-20000,1.69
358000,The Curse of Nordic Cove,2015-04-23,1,On The Level Game Studios,On The Level Game Studios,windows,0,Single-player;Partial Controller Support,Action;Indie;Adventure,13,0,0-20000,0.79
511690,Duck Force,2016-11-17,1,Andreas Aust,Andreas Aust,windows,0,Single-player,Indie;Adventure;Casual,1,0,0-20000,6.99
663370,The Zwuggels - A Beach Holiday Adventure for Kids,2017-07-20,1,Ploosh GmbH,Ploosh GmbH,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie,1,0,0-20000,2.39
418120,Cally's Caves 3,2016-01-05,1,VDO Games,VDO Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Action;Female Protagonist,77,221,20000-50000,5.99
673570,Squadron: Sky Guardians,2017-07-14,1,RSK Entertainment,Strategy First,windows,0,Single-player,Action;Indie;Simulation,4,0,0-20000,4.79
857240,The Prison Experiment: Battle Royale,2018-06-01,1,Aerolab Studios LTD,Aerolab Studios LTD,windows,0,Multi-player;Online Multi-Player;MMO,Early Access;Action;Violent,56,0,0-20000,2.09
804900,Cat's Bar,2018-03-11,1,橘喵喵,橘喵喵,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,11,0,0-20000,1.69
666730,This Merchant Life,2017-08-03,1,Inexplicable Games,Inexplicable Games,windows,0,Single-player,Early Access;Strategy;RPG,9,0,0-20000,5.99
300630,Pure Chess Grandmaster Edition,2016-09-09,1,Ripstone,Ripstone,windows,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Strategy;Indie;Simulation,32,0,0-20000,11.99
743340,Tanks Meet Zombies,2018-02-14,1,Titan Forged Games,Titan Forged Games,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Zombies,1,0,0-20000,8.99
784150,Workers & Resources: Soviet Republic,2019-03-15,1,3Division,3Division,windows,0,Single-player,Early Access;City Builder;Strategy,311,0,50000-100000,19.99
217690,Anna - Extended Edition,2013-04-12,1,Dreampainters,Kalypso Media Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Horror;Adventure;Indie,489,269,200000-500000,7.99
652360,BFF or Die,2018-09-13,1,ASA Studio,ASA Studio,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Indie;Casual;4 Player Local,3,0,0-20000,9.99
799530,Psychopathics,2018-03-02,1,DarkEvilGames,DarkEvilGames,windows,0,Single-player,Action;Adventure;Violent,7,0,0-20000,1.69
961460,Oppai Puzzle,2018-11-11,1,NeXToNe,NeXToNe,windows;mac,0,Single-player;Steam Achievements,Nudity;Sexual Content;Indie,6,0,0-20000,0.79
513770,Click Space Miner,2016-08-18,1,SimplexGameStudio,SimplexGameStudio,windows,0,Single-player;Steam Cloud,Action;Indie;Casual,14,0,0-20000,1.69
666660,Castles,2017-07-14,1,Quicksilver Software,interplay,windows;mac,0,Single-player,Strategy;Adventure,3,0,0-20000,6.99
648780,It's Quiz Time,2017-11-30,1,Snap Finger Click,Vision Games Publishing LTD,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Leaderboards,Casual;Indie;Strategy,12,0,0-20000,15.99
529150,Lazerbait,2016-10-13,1,Taylor Stapleton,Taylor Stapleton,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Strategy;Indie;VR,11,13,50000-100000,0.0
348470,SAMURAI WARRIORS 4-II,2015-09-29,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Hack and Slash;Historical,215,0,20000-50000,39.99
567160,Katy and Bob: Safari Cafe,2018-06-17,1,Creobit;Workroom7,8Floor,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Strategy;Management,6,0,20000-50000,3.99
684400,Power War:The First Men,2018-03-22,1,Andrea Mancuso;Graziano Ferraro,Ferman Studio,windows,0,Multi-player;Online Multi-Player,Indie;Action;Massively Multiplayer,1,0,0-20000,0.0
739000,Grobda Remix,2017-11-15,0,C.U.M原创游戏;幽兰工房,SakuraGame,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Indie;Adventure;Casual,143,211,100000-200000,1.69
566560,Fighters Unleashed,2016-12-27,1,FLYNET STUDIOS,FLYNET STUDIOS,windows,0,Single-player;Partial Controller Support,Action;Indie;Adventure,12,0,0-20000,2.09
709340,Spirits of Mystery: The Dark Minotaur Collector's Edition,2017-09-25,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual;Hidden Object,0,0,0-20000,7.19
593250,Voxel Shot VR,2017-05-19,1,SAT-BOX,SAT-BOX,windows,0,Single-player,Action;Indie;VR,0,0,0-20000,9.99
716150,Nakawak: Expanded Color Edition,2017-10-11,1,Anxious Neck Games,Anxious Neck Games,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,4,0,0-20000,2.89
457770,Audio Arena,2016-07-25,1,Skydome Studios,Skydome Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;VR,3,0,0-20000,4.99
782210,Arc Surfer,2018-04-30,1,Pixel Fyzz,Pixel Fyzz,windows,0,Single-player;Online Multi-Player;Steam Cloud;Steam Leaderboards,Early Access;Action;Indie,0,0,0-20000,9.29
696400,NeoBoom,2017-09-14,1,BJGameInd,BJGameInd,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy;Casual,23,1,0-20000,0.79
1032240,Line Loops - Logic Puzzles,2019-03-25,1,Final Game Studio,Final Game Studio,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Indie;Casual;Puzzle,1,0,0-20000,4.99
895120,Dog Jam,2018-10-12,1,D4 Laboratory,D4 Laboratory,windows,0,Single-player;Steam Achievements,Casual;Strategy;Indie,2,0,0-20000,3.99
542480,Therian Saga,2017-03-27,1,Virtys,Virtys,windows,0,Multi-player;Online Multi-Player;MMO;In-App Purchases,Free to Play;RPG;Massively Multiplayer,100,1,50000-100000,0.0
3540,Peggle™ Nights,2008-10-15,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player,Casual;Puzzle;Singleplayer,24,237,200000-500000,4.25
513230,The Underground Man,2016-09-01,1,Mehsoft,Mehsoft,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Story Rich;Memes,216,102,50000-100000,1.99
18700,And Yet It Moves,2009-04-02,1,Broken Rules,Broken Rules,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Platformer;Indie;Puzzle,327,22,200000-500000,6.99
887900,egg is broken. heart is too.,2019-04-04,1,Curious Visions,Curious Visions,windows;mac,0,Single-player,Action;Indie;Casual,2,0,0-20000,3.99
446460,Highland Warriors,2016-03-04,1,United Independent Entertainment GmbH,United Independent Entertainment GmbH,windows,0,Single-player,Strategy;RTS,9,0,0-20000,5.59
687870,CINEVR - The Movie Theater,2017-08-28,1,CINEMUR,CINEMUR,windows,0,Full controller support;In-App Purchases,Utilities;VR;Simulation,16,0,0-20000,0.0
715210,The Pillage,2018-05-31,1,Bishop Armstrong,Bishop Armstrong,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Gore;Action;Indie,2,0,0-20000,0.79
592040,Energia,2017-02-27,1,Mark Sowders,Mark Sowders,windows,0,Single-player,Casual;Action;Indie,1,0,0-20000,1.59
893490,Team A.R.G. Anthology,2018-07-30,1,Team A.R.G.;Blake W. Ford,Radical Piece,windows;linux,0,Single-player,Indie;Casual,0,0,0-20000,0.0
293160,AntharioN,2015-07-15,1,Orphic Software,Orphic Software,windows;mac,0,Single-player,RPG;Strategy;Indie,53,0,0-20000,10.99
305920,Another Perspective,2014-08-08,1,ShaunJS,ShaunJS;Digerati Distribution,windows,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Adventure;Platformer,37,0,20000-50000,4.79
567480,HEPH,2017-01-24,1,"Creature of the Rise co.,ltd.","Creature of the Rise co.,ltd.",windows,0,Single-player,Indie;Action;Adventure,5,0,0-20000,2.09
920810,I ♥ You!,2018-09-10,1,MyDreamForever,Atriagames,windows,0,Single-player,Sexual Content;Nudity;Simulation,20,0,0-20000,0.79
820790,FEAST: Book One «Family Ties»,2018-04-04,1,FairyPeople,FairyPeople,windows,0,Single-player;Steam Cloud,Free to Play;Indie;Adventure,18,0,0-20000,0.0
571260,THE KING OF FIGHTERS XIV STEAM EDITION,2017-06-15,1,SNK CORPORATION;Abstraction Games,SNK CORPORATION,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Fighting;Arcade;Multiplayer,365,429,100000-200000,44.99
951130,心之檻,2018-11-09,0,第一點心;DimSumOneStudio,第一點心;DimSumOneStudio,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,RPG;Indie;Casual,14,0,0-20000,5.79
436870,Tank Brawl,2016-04-20,1,Phung Games,Phung Games,windows,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Casual;RPG,11,0,0-20000,3.99
392290,Macroboy Y,2018-07-19,1,Hanged Bunny Studio,Hanged Bunny Studio,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,Early Access;Action;Indie,0,0,0-20000,2.89
438090,Defend Felinearth,2016-06-10,1,Sixth Line Studios,Sixth Line Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Action;Casual,3,0,0-20000,1.59
823800,Kitty Play,2018-08-30,1,Cats Who Play,Cats Who Play,windows,0,Single-player;Steam Achievements,Indie;Adventure,3,0,0-20000,2.09
754340,Paper Dungeons Crawler,2018-07-17,1,Agent Mega,Agent Mega,windows;mac;linux,0,Single-player;Steam Achievements,RPG;Indie;Rogue-like,6,0,0-20000,7.19
668300,Chinese Souls-Hua Garden/华夏园,2017-07-14,1,Dawei Liu,Dawei Liu,windows,0,Single-player,Action;RPG;Indie,15,0,0-20000,2.89
516550,Relativity,2016-08-24,1,TomCGames,TomCGames,windows,0,Single-player,Action;Adventure;Indie,1,0,0-20000,1.59
655730,This Strange Realm Of Mine,2017-07-19,1,Doomster Entertainment,Doomster Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Adventure;Action,36,0,0-20000,10.29
762360,Hexed,2018-02-19,1,GamesByLD,GamesByLD,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie;Casual,0,0,0-20000,0.79
755580,Daddy's gone a-hunting,2017-12-12,1,Wojciech Krupinski,KrupinskiArt,windows,0,Single-player,Action;Indie;Casual,7,0,0-20000,0.79
421630,A Study in Steampunk: Choice by Gaslight,2015-11-20,1,Hosted Games,Hosted Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG;Steampunk,4,0,0-20000,2.89
205830,Luxor Evolved,2012-03-01,1,MumboJumbo,MumboJumbo,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Action;Indie,18,94,50000-100000,6.99
644530,The Maid_san's Caving Adventure - メイドさん洞窟探検 -,2017-06-21,1,KoheiGallery,KoheiGallery,windows,0,Single-player;Full controller support,Action;Indie;Anime,7,0,0-20000,1.59
684320,HOT PINK,2018-05-24,1,Wildgrass,Wildgrass,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Casual;Colorful;Arcade,1,0,0-20000,7.19
341390,Vulture for NetHack,2015-02-02,1,DarkArts Studios,DarkArts Studios,windows;linux,0,Single-player;Steam Trading Cards;Steam Cloud,RPG;Rogue-like;Procedural Generation,45,13714,0-20000,2.09
308040,Back to Bed,2014-08-06,1,Bedtime Digital Games,Bedtime Digital Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Indie;Puzzle;Casual,342,222,500000-1000000,4.49
939200,Gold Magic 800,2018-09-25,1,Etqan Company,Etqan Company,windows,0,Single-player;Full controller support;Includes level editor,Casual;Puzzle;Singleplayer,2,0,0-20000,0.79
647990,Batter Up! VR,2017-07-17,1,Polygon Dust Entertainment Ltd.,Polygon Dust Entertainment Ltd.,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Simulation;Funny,1,0,0-20000,7.19
903760,BinaryBotsVR,2018-11-22,1,cbinfosystems,cbinfosystems,windows,0,Single-player,Adventure;Free to Play;VR,4,0,0-20000,0.0
969230,Death Space,2018-11-06,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Action;Indie;Adventure,8,0,0-20000,0.79
887960,Mystery Case Files: Rewind Collector's Edition,2018-07-23,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Casual;Adventure;Hidden Object,1,0,0-20000,7.19
568040,Macbat 64,2017-03-17,1,Siactro,Siactro,windows,0,Single-player;Partial Controller Support,Action;Indie;3D Platformer,13,0,0-20000,1.69
720320,ShineG Has Nightmares,2018-04-13,1,Galulugame,Galulugame,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Adventure;Indie,6,0,0-20000,1.69
942300,✌ Johnny Rocket,2018-11-12,1,KG Game Studuo;hede,hede,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Stylized,5,0,0-20000,7.19
746910,Chicken Farm 2K17,2017-12-05,1,Jakal Studios,Jakal Studios,windows,0,Single-player,Free to Play;Indie;Casual,62,43,50000-100000,0.0
366270,SHOCK TROOPERS,2016-05-18,1,SNK CORPORATION;DotEmu,SNK CORPORATION,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Arcade;Retro,15,0,20000-50000,5.59
671510,DESOLATE,2019-01-17,1,Nearga,HypeTrain Digital,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support;Steam Cloud,Survival;Multiplayer;Horror,1094,987,100000-200000,19.99
652610,Stick Nightmare,2017-07-15,1,Pedro Castro Menezes,Pedro Castro Menezes,windows;linux,0,Single-player;Full controller support,Indie;Platformer;2D,1,0,0-20000,0.79
977900,Kick The Puppet,2018-12-07,1,RewindApp,RewindApp,windows,0,Single-player,Casual;Action;Indie,4,0,0-20000,0.79
535760,Unforgiving Trials: The Space Crusade,2016-10-07,1,Amaterasu Software,Amaterasu Software,windows,0,Single-player;Steam Trading Cards,Adventure;Indie;RPG,100,233,200000-500000,0.99
340380,Pizzarian,2015-02-03,1,Alex Jedraszczak,Alex Jedraszczak,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Indie,2,0,0-20000,2.79
242700,Injustice: Gods Among Us Ultimate Edition,2013-11-29,1,NetherRealm Studios;High Voltage Software,Warner Bros. Interactive Entertainment,windows,16,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Fighting;Superhero;Action,1473,320,1000000-2000000,14.99
616720,Live2DViewerEX,2017-06-30,1,Pavo Studio,Pavo Studio,windows;mac,0,Steam Workshop,Early Access;Animation & Modeling;Utilities,91,55,50000-100000,3.99
445720,Battle Islands: Commanders,2017-02-14,1,DR Studios,505 Games,windows,0,Single-player;Online Multi-Player;Full controller support;In-App Purchases,Free to Play;Strategy;Action,388,10,200000-500000,0.0
439490,BLUE REVOLVER,2016-10-11,1,Stellar Circle,Stellar Circle,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Shoot 'Em Up;Indie;Action,2,0,0-20000,10.99
294580,Freddi Fish and Luther's Water Worries,2014-05-01,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,windows;mac;linux,0,Single-player;Steam Cloud,Casual;Adventure;Family Friendly,6,0,20000-50000,3.99
577120,Archipelago: Navigable VR Comic,2017-01-06,1,Walkie Entertainment,Walkie Entertainment,windows,0,Single-player,Indie;Casual;Story Rich,1,0,0-20000,3.99
654020,Ben The Exorcist,2017-07-07,1,Wraith Studio,Wraith Studio,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,2,0,0-20000,4.79
972740,KOBOLD: Chapter I,2018-11-14,1,anotherworld GmbH,anotherworld GmbH,windows,0,Single-player,Adventure;VR;Horror,9,0,0-20000,7.19
471270,Leave The Nest,2016-05-27,1,Kaio Interactive,Kaio Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie;Casual,2,0,0-20000,1.99
235520,The White Laboratory,2019-03-28,1,Laboratory Systems,Laboratory Systems;Gamera Game,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie;Strategy;Tower Defense,34,0,0-20000,7.19
678240,Destroyer: Invasion,2017-07-14,1,MFAFB Games LLC,MFAFB Games LLC,windows,0,Single-player;Steam Achievements;Full controller support;Captions available,Action;Indie,7,0,0-20000,0.79
739710,Monsterplants vs Bowling - Arcade Edition,2017-12-07,1,Payoff Technologies,Payoff Technologies,windows,0,Single-player;Local Multi-Player;Local Co-op,Action;VR,0,0,0-20000,3.99
