owners,appid,english,developer,publisher;platforms,required_age,steamspy_tags,achievements;positive_ratings,negative_ratings,average_playtime
0-20000,999040,0,Enno Games,Enno Technologies;windows,-1,Adventure;Indie;VR,8;4,1,0
0-20000,530720,1,EnsenaSoft,EnsenaSoft;windows,0,Casual;Indie,0;20,11,0
0-20000,661230,1,SpielmannSpiel,SpielmannSpiel;windows;linux,0,Indie;Casual;Simulation,24;15,0,0
0-20000,542790,1,Charles Cochrane,Charles Cochrane;windows,0,Racing;VR,0;1,3,0
0-20000,772320,1,Choice of Games,Choice of Games;windows;mac;linux,0,Adventure;RPG;Indie,12;3,2,2163
50000-100000,525480,1,CyberConnect2,BANDAI NAMCO Entertainment;windows,0,RPG;Anime;JRPG,52;1138,159,85
20000-50000,391280,1,ManaVoid Entertainment Inc.,ManaVoid Entertainment Inc.;windows;mac,0,Strategy;RPG;Indie,-93;140,57,0
50000-100000,501180,1,Cyberith GmbH,Cyberith GmbH;windows,0,Adventure;RPG;Action,315;266,54,-3602
100000-200000,914620,1,Rati Wattanakornprasit,Rati Wattanakornprasit;windows,0,Early Access;Survival;Open World,1299;2673,557,3925
0-20000,928810,1,One Click Man,Firehawk Studios;windows,9,Casual;Indie,0;6316,0,0
0-20000,974490,1,milanaozdieva,milanaozdieva;windows,-1,Action;Indie;Casual,1628;22421,4,-4876
0-20000,671900,2,N-Game Studios;Sixteen Squares,ArsLogica LP;windows,0,Action;Indie;RPG,0;90,39,0
0-20000,863380,0,The Dust S.A.,The Dust S.A.;windows,-2,Simulation;Adventure;Indie,7;13,8,8943
50000-100000,203990,1,ASTRO PORT,Nyu Media;windows;linux,-2,Shoot 'Em Up;Indie;Action,31;211,24,4408
0-20000,680860,1,Mirabolis Studios,Mirabolis Studios;windows,10,Simulation;Strategy;Indie,1453;50,15,9422
0-20000,739180,1,Achpile,Achpile;windows;mac;linux,0,Indie;Casual;Relaxing,18;21,1,503
0-20000,698980,2,Studio 1983,Studio 1983;windows;mac,0,Action;Adventure;Casual,348;5,2,0
0-20000,1036270,1,よるのあとち(Yorunoatochi),よるのあとち;windows,0,Free to Play;Indie;Simulation,0;10,6,0
0-20000,760880,1,DRUNKEN APES,DRUNKEN APES;windows,0,Casual;Indie;Simulation,439;21,13,0
0-20000,809530,1,Geoff Nagy,Geoff Nagy;windows;linux,11,Action;Indie;Casual,2002;12,1,0
0-20000,545670,2,Koreez,Double Coconut;WhisperGames;windows;mac,-3,Casual;Adventure;Indie,29;36,2,0
0-20000,502720,1,Schmidt Workshops,Schmidt Workshops;windows,9,Action;Adventure;Indie,23;25,9,0
100000-200000,387840,1,LightsoutGames,Lightsoutgames;windows,0,Indie;Casual;Adventure,152;312,85,12786
0-20000,313620,1,FrameLineNetwork Kft.,FrameLineNetwork Kft.;windows,0,Simulation;Strategy;Management,0;6205,120,0
0-20000,587770,0,Mirador Studio,Mirador Studio;windows;mac;linux,0,Indie;Racing,0;7,11,-1019
0-20000,954870,1,Jace Masula,Jace Masula;windows,0,Early Access;Action;Adventure,45;725,16,0
0-20000,402300,1,StudioGIW,Zoo Corporation;windows,0,Strategy;Simulation,27;46,22,0
0-20000,325110,1,Smack Down Productions,Microids Indie;windows,0,Casual;Puzzle;Memes,0;35574,11,0
20000-50000,1012730,1,深圳市爱玩游戏科技有限公司,深圳市爱玩游戏科技有限公司;windows,3,Free to Play;Massively Multiplayer;Action,0;23174,31,0
0-20000,493450,1,Norn / Miel,Cherry Kiss Games;windows,0,Adventure;Visual Novel;Anime,13;45,26,189
0-20000,912520,0,TigerQiuQiu,TigerQiuQiu;windows,0,Action;Indie;Retro,-339;1,1,0
50000-100000,524580,1,IDEA FACTORY;COMPILE HEART,Idea Factory International;windows,0,Anime;RPG;JRPG,30;1539,294,444
0-20000,906600,1,Yongjustyong,Yongjustyong;windows,0,Indie;Action;Platformer,24;28,0,8605
0-20000,619140,1,Robert Ferry,Robert Ferry;windows,0,Casual;Indie;Simulation,15;4,10,0
0-20000,750710,1,STREETCAT STUDIO,STREETCAT STUDIO;windows,0,Indie;RPG;Adventure,0;1,1,1800
0-20000,650110,1,"CFK Co., Ltd.","CFK Co., Ltd.;windows",8,Simulation;Anime;Classic,119;130,91,-4976
0-20000,448550,1,Gammosaur,Gammosaur;windows;mac;linux,0,Indie;Casual;Puzzle,23;16,1,-3498
0-20000,683890,0,spdr870,spdr870;windows;mac;linux,10,Strategy;Indie;Tower Defense,23;15,0,0
100000-200000,102200,1,Mystic Box,Mystic Box;windows,0,Card Game;RPG;Indie,35;12260,76,96
0-20000,788800,1,PlayTech Studio,PlayTech Studio;windows,0,Strategy;Adventure;RPG,0;4,11,0
0-20000,542240,1,Deathly Ideas,Deathly Ideas;windows;mac,0,Early Access;Action;Indie,0;12,7,0
50000-100000,562690,1,Bullid Games,Bullid Games;windows;mac;linux,-2,Action;Adventure;Casual,-103;8,24,0
0-20000,429360,1,Craftven,Craftven;windows;mac,0,Action;Indie;Casual,449;53,0,-996
50000-100000,700480,1,Microsoft Game Studios,ZapHop Games;windows,0,Free to Play;Strategy;Simulation,20;82,26,11192
0-20000,618370,2,Boomzap Entertainment,Boomzap Entertainment;windows;mac,0,Casual;Puzzle;Match 3,59;33834,4,0
100000-200000,382900,1,Square Enix,Square Enix;windows,12,RPG;JRPG;Story Rich,28;36818,259,0
0-20000,923670,1,WaxSkink;TooManyBugs,WaxSkink;windows;mac,0,Action;Indie;Casual,-959;11,0,0
500000-1000000,263540,2,Mad Otter Games,Mad Otter Games;windows,0,Free to Play;Massively Multiplayer;RPG,0;1651,1272,142
0-20000,920200,1,RhinoGearz,RhinoGearz;windows;mac;linux,0,Casual;Simulation;Indie,0;-6228,0,-4624
0-20000,451080,0,Other Ocean Interactive,Other Ocean Group;windows,12,Indie;Casual;Simulation,24;51555,5,0
100000-200000,521980,1,GDNomad,Infernal Dream;windows,0,Indie;Action;Adventure,0;40,56,13044
500000-1000000,9160,1,id Software,id Software;windows,0,Action;FPS;Classic,1804;310,69,7
5000000-10000000,278360,0,Gone North Games,Coffee Stain Publishing;windows;mac;linux,10,Adventure;First-Person;Parkour,15;17924,1642,193
200000-500000,635730,0,Blue Studio,Paradise Project;windows;mac,3,Sexual Content;Nudity;Anime,46;4562,702,-493
0-20000,601790,1,Hitbear Studio,Hitbear Studio;windows,0,Adventure;Action;RPG,124;4565,5,-499
0-20000,666620,1,DEEP Games,DEEP Games;windows;mac,0,Action;Adventure;Indie,772;10,8,0
20000-50000,427510,2,ACQUIRE Corp.,Ghostlight LTD;windows,0,Action;Adventure;Character Customization,50;206,59,8845
0-20000,844420,0,Wave Light Games Inc.,Wave Light Games Inc.;windows,0,RPG;Strategy;Indie,0;73,11,0
0-20000,685950,1,Dio Alias Games;Evgeny Osmet,Dio Alias Games;windows;mac,10,Simulation;Indie;Casual,134;106,61,2267
0-20000,326720,1,With The Love Studios,Flying Interactive;windows,0,Indie;Action;Arcade,217;51471,23,0
5000000-10000000,203160,0,Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux),Square Enix;Feral Interactive (Mac);Feral Interactive (Linux);windows;mac;linux,18,Adventure;Action;Female Protagonist,50;-5033,4103,527
0-20000,733060,1,Michael Acosta;Ricard Gras,Michael Acosta;windows,0,Nudity;Indie;Casual,1793;1,5,-2512
0-20000,816330,1,Steel Arts,Steel Arts;windows,1,Adventure;Action;Indie,10;27,21,11553
100000-200000,241720,2,Exato Games Studio,Reverb Triple XP;windows,0,Action;Indie;FPS,81;607,636,103
0-20000,757330,1,Quiet River,Quiet River;windows,0,Indie;Casual;Puzzle,151;121,6,0
0-20000,831530,1,RageQuit Studios,RageQuit Studios;windows,1,Early Access;Racing;Indie,0;8,0,0
20000-50000,286540,1,MagicIndie,Viva Media;windows,-3,Adventure;Hidden Object;Puzzle,534;214,21,75
50000-100000,277520,1,Z4G0 and Ivan Venturi Productions,Merge Games;windows;mac,0,Adventure;Action;Indie,30;131,107,0
0-20000,1057460,1,Dedbat Studios,Dedbat Studios;windows,0,Indie;Casual,400;1,0,0
0-20000,540500,2,Fulby Technologies,Fulby Technologies;windows,0,Action;Indie;Simulation,0;10,3,0
0-20000,449240,1,Afrobeast Games,Afrobeast PTY. LTD.;windows,-4,Indie;Arcade;Score Attack,36;18,0,0
100000-200000,648120,1,Dio Alias Games,Dio Alias Games;windows,8,Casual;Indie,1309;353,95,240
0-20000,888610,2,Viny Game Studio,Viny Game Studio;windows;linux,0,Strategy;Simulation,0;44321,7,-2602
50000-100000,277490,2,Bane Games,Merge Games;windows;mac;linux,0,Action;Indie;Strategy,34;-3552,70,5
0-20000,695360,1,Veritex Studios LLC,Veritex Studios LLC;windows,0,Early Access;Indie;Action,1848;49329,60,9067
0-20000,649640,2,Big Ant Studios,Big Ant Studios;windows,0,Sports;Indie,32;123,44,0
0-20000,324270,0,Polygon Art,Polygon Art;windows,0,Adventure;Indie;First-Person,86;3,6,0
0-20000,1029080,1,Other Side Worlds,Other Side Worlds;windows,0,Indie;Action;Top-Down Shooter,0;19,0,3428
0-20000,656940,2,norum82,Firestorm Entertainment;windows,0,Adventure;Indie;Casual,0;5,2,12187
0-20000,765880,1,White Paper Games,Humble Bundle;windows,12,Adventure;Indie;Detective,15;41,17,0
0-20000,878640,1,Paleno Games,Paleno Games;windows;linux,0,Indie;Casual;Strategy,1;9,5,-739
20000-50000,523650,2,Movie Games Lunarium,Movie Games S.A.;PlayWay S.A.;windows,0,Sexual Content;Nudity;Horror,2034;681,275,0
0-20000,777760,1,Mike Wiering,Wiering Software;windows,8,Action;Casual;Adventure,62;5610,2,0
0-20000,362810,1,PillowPigGames,PillowPigGames;windows;mac,8,Action;Indie;Multiplayer,13;43302,42,0
0-20000,863580,1,VRMonkey,VRMonkey;windows,0,Action;Casual;VR,18;5,7,-3733
0-20000,496740,1,Discovering VR,Discovering VR;windows,0,Casual;Simulation;Indie,1404;53,15,0
0-20000,949530,1,Ominous Entertainment,Ominous Entertainment;windows;mac;linux,0,Action;Indie;Violent,15;27,6,12133
0-20000,435800,1,Ant Workshop Ltd,Ant Workshop Ltd;windows;mac;linux,0,Indie;Action;Difficult,21;53,5,0
2000000-5000000,299360,0,Toadman Interactive;Jagex;Artplant,Toadman Interactive;Jagex;windows,0,Free to Play;Action;Multiplayer,66;-6577,3196,347
200000-500000,788880,1,MiaoXi Studio,MiaoXi Studio;windows,0,Free to Play;Battle Royale;Survival,0;875,1009,55
0-20000,316950,1,Dynamic Games,Strategy First;windows,0,Casual,0;34,58,0
0-20000,923730,2,meokigame,meokigame;windows,0,Casual;Indie;Adventure,72;8,4,1159
0-20000,756790,0,mindfungus,mindfungus;windows;mac;linux,0,Casual;Indie;Strategy,31;6141,0,11586
0-20000,425600,1,Infamous Quests,Infamous Quests;windows;linux,0,Adventure;Indie;Point & Click,1710;80,10,0
0-20000,656480,1,Progorion,Progorion;windows,10,Indie;Casual;Education,0;11,4,0
20000-50000,375840,2,"CINEMAX, s.r.o.","CINEMAX, s.r.o.;windows;mac",10,Audio Production;Utilities;Music,1382;-4728,33,8833
0-20000,962390,1,Goblinz Digital,Goblinz Digital;Whisper Games;windows;mac;linux,-1,Free to Play;Adventure;Indie,0;10,8,-3891
20000-50000,216210,1,Animation Arts,Deep Silver;windows,0,Adventure;Point & Click;Female Protagonist,0;55,31,0
20000-50000,556010,0,Axyos Games,Axyos Games;windows,1,Action;Indie;Casual,11;45,22,2198
20000-50000,311080,1,MADia Entertainment,Buka Entertainment;windows,0,Simulation;Action;Flight,0;-7661,62,664
50000-100000,576310,1,Watercolor Games,Watercolor Games;windows,-1,Adventure;Indie;Walking Simulator,24;108,99,110
0-20000,508330,1,Graham Dodge,Graham Dodge;windows,0,RPG;RPGMaker;Fantasy,0;41999,0,0
0-20000,812770,1,MMEU,Forever Entertainment S. A.;windows,0,Casual;VR,417;7,7,0
0-20000,367240,1,Dark Amber Softworks,Dark Amber Softworks;windows,3,RPG;Action;Adventure,1898;21,36,0
0-20000,499230,2,Rocking Hamster,Rocking Hamster;windows,-3,Early Access;Indie;Action,0;54,31,0
0-20000,385230,1,Blaze Epic,Blaze Epic;windows,0,Action;Indie;Adventure,0;55,16,0
20000-50000,659630,1,Super Suite Studios,Super Suite Studios;windows,0,Free to Play;Indie;Strategy,0;22,8,0
0-20000,704680,1,Ceylon Entertainment,Ceylon Entertainment;windows;mac;linux,18,Casual;Visual Novel;Indie,-697;46284,5,8133
200000-500000,388120,2,Separate Game Development;Dagestan Technology,Dagestan Technology;windows;mac;linux,0,Adventure;Casual;Visual Novel,11;5361,345,266
500000-1000000,217750,0,Funcom,Funcom;windows,0,Free to Play;Massively Multiplayer;RPG,0;874,397,-75
0-20000,876130,1,Jamong Inc.,Jamong Inc.;windows,12,Early Access;Indie;Casual,0;50483,2,0
0-20000,493320,1,The 3DO Company,Retroism;Prism Entertainment;windows,11,Action;Gore;Violent,0;19,4,8451
200000-500000,301970,1,Samurai Punk,Fellow Traveller;Samurai Punk;windows;mac;linux,0,Action;Split Screen;Indie,34;1157,99,12090
50000-100000,422810,1,Conatus Creative Inc.,Conatus Creative Inc.;windows;mac;linux,0,Beat 'em up;Action;Retro,48;1285,425,8
100000-200000,338810,1,Noble Master LLC,Noble Master LLC;windows;mac;linux,0,Free to Play;Strategy;Indie,21;229,65,5084
20000-50000,259190,1,Darkworks;Spiral House,THQ Nordic;windows,0,Adventure;Action;Horror,0;149,103,6
0-20000,904540,0,LucasArts,Lucasfilm;Disney Interactive;windows,11,Action;Adventure;Classic,121;45,9,1075
20000-50000,299110,2,Gogii Games,Strategy First;windows,0,Adventure;Hidden Object;Point & Click,0;44011,34,0
200000-500000,331600,1,"KOEI TECMO GAMES CO., LTD.",BANDAI NAMCO Entertainment;windows,0,Anime;Action;Adventure,40;4456,962,311
0-20000,314050,0,Bluestrike,Bluestrike;windows;linux,0,Racing;Indie;Casual,34;4,2,0
100000-200000,512450,1,Riviysky,Riviysky;windows;mac;linux,0,Casual;Indie;Puzzle,0;1023,18,262
0-20000,613980,1,Sky Nite,Sky Nite;windows,0,Action;Adventure;VR,0;4,6,-108
0-20000,601170,1,Ara Interactive,Ara Interactive;windows,-1,Simulation;Racing;Indie,0;34,18,12220
0-20000,873860,1,odenis studio,odenis studio;windows,0,Action;Indie;Simulation,0;3,0,12260
0-20000,783060,2,TheElvenTale Games,TheElvenTale Games;windows,0,Adventure;Casual;Indie,8;9,15,0
0-20000,397960,2,Lazy Turtle Games,Tri Synergy;windows,0,Adventure;Casual;Hidden Object,31;8,2,0
500000-1000000,39650,1,4 Head Studios,THQ Nordic;windows,0,Simulation;Strategy;Medieval,1701;385,196,1014
0-20000,349450,1,Morozov Sergey,Morozov Sergey;windows,0,RPG;Massively Multiplayer;Strategy,29;43,24,0
0-20000,938630,0,Joyful Software Games,Dikobraz Games;windows,0,Indie;Casual,0;37764,0,0
200000-500000,449220,1,RMAL,SouKing;windows,10,Action;Indie;Casual,1307;639,386,11710
50000-100000,368080,1,Kiro'o Games,Dear Villagers;windows,0,Indie;Action;RPG,159;155,76,9856
0-20000,964130,1,Ape Apps,Ape Apps;windows;mac;linux,2,Simulation;Strategy;Indie,0;6,4,0
0-20000,857050,0,CasGames,CasGames;windows,0,Casual;Simulation;Sports,259;15,11,0
0-20000,839420,1,Regl Studios,Regl Studios;windows,0,Action;Indie;Adventure,16;51737,4,10937
0-20000,645280,0,Null Activity,Null Activity;windows,0,Adventure;VR,1595;-7052,2,0
0-20000,436850,1,WhiteSponge,WhiteSponge;windows;mac;linux,-2,Action;Strategy;RPG,19;-5779,3,12120
0-20000,835690,1,Catmoon Productions,Catmoon Productions;windows,0,Simulation,0;3,0,1251
2000000-5000000,346010,1,Spiderling Studios,Spiderling Studios;windows;mac;linux,0,Early Access;Building;Sandbox,26;25880,1364,644
0-20000,538920,1,Vogelfänger,Vogelfänger;windows;linux,0,Strategy;Action;Casual,-39;13,15,0
0-20000,367010,1,TripleBrick,TripleBrick;windows,0,Indie;Adventure;Horror,399;34396,41,8495
0-20000,989540,1,Skyline Games,Skyline Games;windows,0,Free to Play;Gore;Violent,0;24,22,0
50000-100000,668770,1,Sunfleck Software,Sunfleck Software;windows,0,Free to Play;Adventure;Simulation,0;76,44,0
0-20000,751080,1,Dexion Games,Dexion Games;windows,8,Action;Indie;Casual,0;38786,9,0
20000-50000,267220,1,3000AD,3000AD;windows,1,Strategy;Indie;RPG,0;3972,15,0
0-20000,707000,1,Renaissance,Renaissance;windows,-1,Indie;Casual,2;2,4,9096
0-20000,825490,1,Art Of Adventures,Art Of Adventures;windows;mac,0,Action;Indie;Casual,12;3,4,0
0-20000,913090,1,Chris Antoni,Chris Antoni;windows,0,Action;RPG;Indie,25;37,1,12246
0-20000,672030,0,Wizbyte Games,WizByte Games;windows,4,Action;Casual;Indie,14;5,0,3398
200000-500000,495890,1,JCKSLAP,MBDL;windows,0,Memes;Cute;Casual,15;4724,485,174
0-20000,670100,1,DGHZ,Sometimes You;windows;mac,0,Action;Indie;Casual,9;11,6,11966
0-20000,823330,1,Marginal act,Marginal act;windows;linux,0,Indie;Adventure;Horror,12;2,2,10050
20000-50000,850910,0,石头游戏,石头游戏;windows;mac,3,Simulation;Casual;Management,1722;244,237,347
20000-50000,289240,1,K-D Lab,1C Entertainment;windows,0,Strategy;RTS;Sci-fi,422;10,7,0
0-20000,829210,1,ebi-hime,ebi-hime;windows;mac;linux,0,Casual;Simulation;Indie,7;12,3,0
0-20000,923050,0,Blast Radius Game Studios,Indie;windows,0,Indie,2058;-10504,0,0
0-20000,756860,0,Stabbarey,Stabbarey;windows,0,Action;Adventure;Indie,1859;3,2,8167
500000-1000000,91200,1,11 bit studios,11 bit studios;windows;mac;linux,10,Strategy;Indie;Tower Defense,42;3423,481,-4937
0-20000,688720,2,KorteGames,KorteGames;windows,0,Action;Adventure;Indie,0;7,0,0
50000-100000,437400,0,Inception Soft,Inception Soft;windows,0,Free to Play;Simulation;Indie,1457;8,27,-585
0-20000,657930,1,House of How,House of How;windows,0,Action;Indie;VR,47;3484,1,0
200000-500000,498240,1,Telltale Games,Telltale Games;windows,0,Batman;Superhero;Story Rich,30;5729,1783,385
0-20000,912760,1,Bullid Games,Bullid Games;windows;mac;linux,0,Indie;Casual,64;-864,1,0
0-20000,449100,1,Abyssal Arts Ltd.,Abyssal Arts Ltd.;windows;mac,2,RPG;Indie;Strategy,1515;15,5,0
20000-50000,380550,2,Stephen Crabb,Stephen Crabb;windows,0,Action;Indie;Shoot 'Em Up,15;9028,29,12723
0-20000,756040,1,WarDucks,WarDucks;windows,0,Adventure;VR;Casual,0;16,6,1377
100000-200000,389170,1,Dumativa Creative Studio;Castro Brothers,Dumativa Creative Studio;Castro Brothers;windows;mac;linux,0,Adventure;Great Soundtrack;Indie,14;858,79,8191
0-20000,1024250,1,F8tality games,F8tality games;windows,0,Adventure;RPG,0;1,1,0
50000-100000,302260,1,Colossal Games,KISS ltd;windows;mac,9,Casual;Action;Indie,0;48203,58,12249
20000-50000,294660,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios;windows;mac;linux,0,Family Friendly;Adventure;Casual,0;333,14,34
0-20000,840430,1,Rymdfall AB,Rymdfall AB;windows;mac,0,Early Access;Indie;Action,8;17,1,0
0-20000,819080,1,Speedspark Studio,Speedspark Studio;windows;mac,0,Action;Racing;Casual,10;44904,1,0
20000-50000,375320,1,Greendev.,Droid Riot;windows;mac;linux,0,Adventure;Indie;Puzzle,-36;55,35,242
100000-200000,607440,1,JapanCo,Bitlock Studio;windows,0,Indie;VR,0;113,20,308
0-20000,759540,1,Playsnak,Playsnak;windows,0,Early Access;Action;Bullet Time,38;83,12,0
20000-50000,365760,1,Super Icon Ltd,Super Icon Ltd;windows;mac;linux,-1,Indie;Action;Retro,449;39,13,0
200000-500000,518030,2,ProGames Studio,ProGames Studio;windows,0,Early Access;FPS;Shooter,0;2596,458,109
50000-100000,744190,2,Rusty Lake,Rusty Lake;windows;mac,9,Indie;Adventure;Puzzle,50;1004,63,274
20000-50000,294060,1,Lumenox ehf,Lumenox ehf;windows;mac;linux,12,Indie;Adventure;Action,20;39299,35,0
100000-200000,255370,1,Zen Studios,Zen Studios;windows,12,Music;Action;Indie,336;16098,251,195
0-20000,517670,0,Wizard Games Inc,Wizard Games Inc;windows,11,Early Access;VR;Action,-44;81,12,-5350
200000-500000,350810,2,DL Softworks,DL Softworks;windows,0,Anime;Casual;Indie,27;601,194,10354
1000000-2000000,57900,1,Gearbox Software,2K;windows;mac,18,FPS;Action;Nudity,62;4433,2243,434
0-20000,998220,1,Galaxy Wars,DLsite;windows,0,RPG;Indie;Sexual Content,0;48946,5,0
0-20000,965320,1,Ubisoft Blue Byte,Ubisoft;windows,0,Strategy,0;9,18,0
0-20000,697360,2,Sailer,cada;windows,-2,Indie;Casual;Adventure,0;0,1,0
100000-200000,404590,1,Games Farm,Kalypso Media Digital;windows;mac;linux,18,RPG;Hack and Slash;Action,480;1580,1172,230
0-20000,757450,1,Hosted Games,Hosted Games;windows;mac;linux,0,Indie;Adventure;RPG,1309;50167,5,0
20000-50000,539750,1,Robert Alvarez,Robert Alvarez;windows;mac,-1,Casual;Indie;Strategy,10;54,17,0
0-20000,703030,1,Masahiro Suzuki,Masahiro Suzuki;windows,0,Early Access;Simulation,0;7,1,0
0-20000,781590,0,Flying Star Games,Flying Star Games;windows,0,Strategy;Adventure;RPG,1892;51,10,0
0-20000,695510,1,90s Studio,90s Studio;windows,0,Action;Adventure;RPG,13;31,8,-2214
0-20000,428180,1,Morenori Soft,Morenori Soft;windows,0,Massively Multiplayer;Indie;Sandbox,10;5430,85,0
20000-50000,268520,1,Casual Brothers,Reverb;windows,0,Action;Adventure;Indie,14;29,32,0
0-20000,960340,1,PIxelssoftworks,PIxelssoftworks;windows,4,Action;Indie;Casual,35;39715,2,0
20000-50000,624270,1,EQ Studios,EQ Studios;windows,0,Adventure;Indie;Detective,33;3130,90,0
2000000-5000000,365590,1,Massive Entertainment,Ubisoft;windows,18,Open World;Multiplayer;Third-Person Shooter,1437;-317,25607,4252
0-20000,795500,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin;windows,0,Casual;Adventure;Indie,-167;40998,31,0
0-20000,552060,1,Five Mind Creations;Sourcenity,Five Mind Creations;windows,0,Adventure;Indie;Puzzle,9;46,5,0
0-20000,658430,0,Ripknot Systems,Ripknot Systems;windows,0,Indie;Casual;Strategy,5000;10049,9,0
20000-50000,288040,2,WZOGI,WZOGI;windows;mac,0,Indie;Adventure;RPGMaker,529;364,106,0
0-20000,849980,1,Kedronic UAB,Kedronic UAB;windows;mac;linux,0,Indie;Casual;Family Friendly,0;5,0,253
0-20000,329980,0,Simon Says: Play!,Simon Says: Play!;windows,0,Adventure;Indie;Point & Click,0;48472,11,0
0-20000,916780,1,Root121 Games,Root121 Games;windows;mac,0,Action;Indie;Local Multiplayer,0;2,0,0
0-20000,675170,1,Atomic Jelly,Movie Games S.A.;windows,0,Simulation;Action;Indie,48;96,48,10011
0-20000,847580,2,JustE A,JustE Publishing;windows;mac;linux,10,Indie;Visual Novel;Sci-fi,-354;1,5,2754
0-20000,751430,1,Studio Thug Life,Studio Thug Life;windows,1,Indie;Casual;VR,0;1,1,-2649
100000-200000,365360,2,Overhype Studios,Overhype Studios;windows,0,Strategy;Turn-Based Combat;Medieval,34;-10806,709,0
0-20000,354180,1,Nightly Studios,2tainment GmbH;windows,0,Indie;Adventure;Point & Click,33;53986,24,0
50000-100000,571350,1,L. Stotch;Vladimir Soldatov,L. Stotch;Vladimir Soldatov;windows;linux,0,Free to Play;Action;Indie,10;337,79,5391
0-20000,959990,0,Garnudo Games,Garnudo Games;windows,0,Indie;Casual;Simulation,0;43792,0,0
0-20000,978910,1,3D FACTORY,3D FACTORY;windows,0,Strategy;Action;Simulation,1534;1,2,0
0-20000,916060,1,Frontwing,Frontwing USA;windows,18,Nudity;Sexual Content;Casual,15;29,4,0
500000-1000000,104200,1,Big Fat Alien,Big Fat Alien;windows,0,Indie;Platformer;Adventure,-148;4036,731,140
50000-100000,1610,0,Malfador Machinations,Strategy First;windows,0,Strategy;4X;Sci-fi,0;112,26,-3718
0-20000,636050,1,rokaplay,rokaplay;windows,0,Casual;Match 3;Card Game,1665;11,5,11242
0-20000,772420,0,Rock AK Games;Adem Kaya Rockyade,Rock AK Games (AK);windows,11,Strategy;Indie;Casual,0;6,3,2478
200000-500000,357780,1,Alda Games,Alda Games;windows;mac;linux,0,Tower Defense;Casual;Strategy,20;743,179,1224
100000-200000,265380,2,Paweł Mogiła,Forever Entertainment S. A.;windows;mac;linux,11,Indie;Platformer;Adventure,15;163,78,214
0-20000,783600,1,Virtual Top,VT Publishing;windows,0,Action;Casual;Indie,5000;28,19,0
0-20000,652050,1,Alexander Spillman,Alexander Spillman;windows,0,Early Access;Adventure;RPG,22;48673,1,0
0-20000,803680,1,Johnny Ow,Johnny Ow;windows,11,Indie;Casual,19;-10698,1,-2551
0-20000,809330,2,Ohayo Software,Ohayo Software;windows,3,Adventure;Indie;RPG,1877;1,1,0
0-20000,800720,1,ZeroByter Games,ZeroByter Games;windows,0,Action;Indie;Space,59;1,0,0
50000-100000,287200,1,b-alive gmbh,b-alive gmbh;windows,0,Simulation;Strategy;Casual,41;192,178,0
0-20000,458200,1,Luke Iannini,Luke Iannini;windows,9,Early Access;Design & Illustration;Animation & Modeling,0;4,0,0
0-20000,611390,1,Zeiva Inc,Zeiva Inc;windows,0,Adventure;Casual;Indie,0;4,0,0
20000-50000,594330,1,SadSquare Studio,SadSquare Studio;windows,1,Early Access;Horror;Psychological Horror,207;-10237,163,3757
0-20000,464040,1,Proud Camel Games,Proud Camel Games;windows,0,Indie;Casual;Runner,9;15,2,12050
0-20000,288260,1,Artifice Studio,Artifice Studio;windows;mac;linux,0,Strategy;Indie;Action,-564;120,52,0
0-20000,690040,1,SUPERHOT Team,SUPERHOT Team;windows,2,Early Access;Action;Indie,298;240,36,0
0-20000,656690,0,JForth Designs,JForth Designs;windows,0,Action;Casual;Adventure,25;7,2,0
20000-50000,297750,1,Slitherine Ltd.,Slitherine Ltd.;windows,0,Strategy;World War II;Simulation,0;191,111,-3234
20000-50000,547470,1,Quantum Entanglement Games,Quantum Entanglement Games;windows,0,Action,0;16,17,356
20000-50000,576880,1,Virtual Rage Studios LLC,Virtual Rage Studios LLC;windows,0,Action;RPG;Indie,1865;40,79,2886
0-20000,858180,0,Polina Medyanik,Polina Medyanik;windows,0,Indie;Casual,9;1,1,0
0-20000,870090,2,Universe Worth Experiencing,Universe Worth Experiencing;windows,0,Early Access;Indie;VR,0;5,1,1404
0-20000,573550,1,DigitalBadger Design,DigitalBadger Design;windows,10,Action;Simulation;Sports,484;45384,4,2532
0-20000,654630,1,Odamir Khaulepi,Khaulepi;windows,0,Action;Indie,25;2,0,-2205
0-20000,16110,1,Last Day of Work,Last Day of Work;windows,0,Casual;Simulation,0;11,3,0
0-20000,916130,1,Aesir Interactive,Westdeutscher Rundfunk Koeln;windows,0,Free to Play;Simulation;Action,0;18,6,0
0-20000,960700,1,Eric C,Eric C;windows,2,Action;Indie;Gore,0;7,0,0
0-20000,557190,1,HA Studio Ltd.,HA Studio Ltd.;windows,0,Casual;Strategy;Action,1420;10,10,0
0-20000,527470,1,FobTi interactive,FobTi interactive;windows,0,Action;Violent;Indie,35;68,12,11525
0-20000,598480,2,Grimwood Team,Grimwood Team;windows;mac;linux,9,Indie;Action;Gore,38;56,23,0
0-20000,971610,1,Chequered Ink Ltd.,Chequered Ink Ltd.;windows,0,Action;Casual,0;2216,0,0
