name,release_date,1ZT_english;appid,developer,publisher,platforms,rqrd_g,categories,genres,steamspy_tags,achievements;ratings_positive,negative_ratings,average_playtime,owners
Heli Heroes,2013-11-01,2;259320,Reality Pump,Topware Interactive,windows,12,Single-player;Shared/Split Screen;Steam Trading Cards;Steam Cloud,Action;Casual,Action;Casual;Shoot 'Em Up,0;146,174,9990,200000-500000
CrazyCars3D,2016-06-14,1;454180,Anea_Duo_Dev,Anea_Duo_Dev,windows;mac;linux,0,Single-player;Multi-player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie;Racing;Simulation,Simulation;Racing;Action,9;134,69,243,50000-100000
Space Wars: Interstellar Empires,2017-12-08,1;574070,Desert_Games_LLC_Owl,ToHeroes Game Studios LLC,windows;mac,0,Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free_to_Play;Massively_Multiplayer;Strategy;Early_Access,Early Access;Free to Play;Massively Multiplayer,51;116,61,0,50000-100000
Dust On Wheels,2019-03-19,1;1043020,SelenaJ,SelenaJ,windows,0,Single-player,Action;Racing,Racing;Action,0;0,1,0,0-20000
Beckett,2018-02-27,1;588230,The Secret Experiment,The Secret Experiment,windows;mac,9,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure;Nudity,18;40,0,0,0-20000
Tribloos 2,2014-01-30,1;271550,BumpkinBrothers,BumpkinBrothers,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Casual;Indie;Strategy,22;219,46,11320,100000-200000
Speedy Girls - Dream Team,2018-09-27,1;894900,Night Dreams Studio,Night Dreams Studio,windows;mac,0,Single-player;Steam Achievements,Indie,Sexual Content;Nudity;Indie,15;6,17,0,0-20000
Su Hack,2018-11-02,1;956000,Eric L.,EL TECH,windows;linux,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Leaderboards,Indie;Massively Multiplayer;Simulation;Strategy;Early Access,Early Access;Strategy;Indie,9;3,1,0,0-20000
A列車で行こう8,2015-01-08,0;338080,ARTDINK,Degica,windows,3,Single-player,S.,Simulation,0;4,2,0,0-20000
aMAZE Untouchable,2018-01-11,1;776540,Blender Games,Blender Games,windows,-2,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,150;24,5,0,0-20000
Divine Slice of Life,2015-10-22,2;348540,NickySwan,Dharker Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;India,Nudity;Indie;Visual Novel,1;182,79,284,20000-50000
Temple Escape,2017-09-26,2;712380,For Kids,For Kids,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;1ndie,Indie;Casual,40;34,6,0,0-20000
Perils of Man,2015-04-28,0;347710,IF Games;Vertigo Games,Vertigo Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Aedenture;Indie,Adventure;Indie;Point & Click,14;125,31,0,20000-50000
Inquisitor,2013-08-01,1;241620,"CJNEMAX, s.g.o.","CINEMAX, s.r.o.",windows,18,Single-player;Steam Trading Cards,Violent;Gore;Indie;RPG,RPG;Indie;Isometric,0;330,164,0,100000-200000
Fimbul,2019-02-28,1;771690,Saxis,Wild River Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,13;14,7,0,0-20000
Magnifico,2014-12-02,1;320400,Mixel,Slitherine Ltd.,windows,0,Single-player;Steam Trading Cards,Kasual;Strategy,Strategy;Casual;Board Game,0;64,47,6,50000-100000
PuzzleQuest: Challenge of the Warlords,2008-01-29,1;12500,In.Int.,"D3Publisher of America, Inc.",windows,0,Single-player;Multi-player;Steam Cloud,free-and-easy,Puzzle;Match 3;Casual,0;561,80,52,100000-200000
Thunder Wolves,2013-05-15,1;232970,Entertainment_Most_Wanted,HandyGames,windows,4,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,20;377,61,0,100000-200000
Magic Hour,2016-12-20,1;571500,savage atomic number 49 apparent motion ,Wolf In Motion Ltd,windows,0,Single-player,Adventure;Simulation;Early Access,Early Access;Adventure;Simulation,0;4,0,0,0-20000
Santa's Special Delivery,2016-12-11,1;564420,,Cerulean Games,windows;mac;linux,0,Single-player;Full controller support;Steam Trading Cards,Gewalttätig;Blutig;Action;Indie,Action;Indie;Gore,0;9,1,0,0-20000
MORE SWEATER? OK! (Standalone),2017-12-29,1;746050,Triple-Star Studio,Rock Path Collective,windows;mac;linux,0,Single-player;Steam Cloud;Stats;Steam Leaderboards,Action;Casyal;Ihdie;RPG;Simulqtion,Action;Casual;Indie,0;4,0,0,0-20000
Eisenwald: Blood of November,2016-11-01,0;528820,Aterdux Entertainment,Aterdux Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Strategy;Adventure,11;69,56,0,20000-50000
The Mummy Demastered,2017-10-24,1;630310,wad_WayForward,WayForward,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Adventure;Metroidvania,37;178,44,299,0-20000
Audioship,2017-07-25,0;661560,Insanity Interactive,Insanity Interactive,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,In.,Indie,21;1,2,0,0-20000
Let Hawaii Happen VR,2016-10-22,0;534460,Framestore VR Studio,Framestore VR Studio,windows,0,Single-player,Simulation,Simulation;VR,0;14,11,10569,0-20000
Woodle Tree 2: Worlds,2016-09-16,1;495350,Fabio Ferrara,Chubby Pixel,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Massively Multiplayer,Adventure;Action;Massively Multiplayer,10;179,69,381,50000-100000
Chronon,2018-10-02,1;938870,HronosGame,HronosGame,windows,0,Single-player;Partial Controller Support,Adventure;1ndie,Adventure;Indie;Puzzle,0;1,1,0,0-20000
Undead vs Plants,2016-02-25,2;445840,Peaksel D.O.O. Nis,Peaksel D.O.O. Nis,windows;mac,0,Single-player,Action;Adventure;Casual;Indie,Casual;Indie;Action,0;15,27,0,0-20000
Mr Husky,2019-01-10,1;964210,Heero,SakuraGame,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie;Simulation;Early Access,Early Access;Casual;Action,0;22,2,0,0-20000
The Curse of Nordic Cove,2015-04-23,1;358000,On The Level Game Studios,On The Level Game Studios,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,0;15,13,0,0-20000
Duck Force,2016-11-17,1;511690,Andreas Ausd,Andreas Aust,windows,0,Single-player,Action;Adventure;Casual;Indie;Simulation,Indie;Adventure;Casual,0;8,1,0,0-20000
The Zwuggels - A Beach Holiday Adventure for Kids,2017-07-20,1;663370,Ploosh GmbH,Ploosh GmbH,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Casual;Indie,32;33,1,0,0-20000
Cally's Caves 3,2016-01-05,2;418120,VDO Gqmes,VDO Games,windows,-1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Indie;Action;Female Protagonist,64;349,77,221,20000-50000
Squadron: Sky Guardians,2017-07-14,1;673570,RSK Entertainment,Strategy First,windows,9,Single-player,Action;Indie;Simulation,Action;Indie;Simulation,0;1,4,13078,0-20000
The Prison Experiment: Battle Royale,2018-06-01,1;857240,Aerolab Studios LTD,Aerolab Studios LTD,windows,12,Multi-player;Online Multi-Player;MMO,Cb_Violent;Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access,Early Access;Action;Violent,0;33,56,0,0-20000
Cat's Bar,2018-03-11,1;804900,橘喵喵,橘喵喵,windows,0,Single-player;Steam Achievements;Steam Cloud,,Casual;Indie;Strategy,24;22,11,9821,0-20000
This Merchant Life,2017-08-03,1;666730,Inexplicable Games,Inexplicable Games,windows,0,Single-player,Indie;RPG;Strategy;Early Access,Early Access;Strategy;RPG,0;25,9,0,0-20000
Pure Chess Grandmaster Edition,2016-09-09,1;300630,Ripstone,Ripstone,windows,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie;Simulation;Sports;Strategy,Strategy;Indie;Simulation,13;66,32,0,0-20000
Tanks Meet Zombies,2018-02-14,2;743340,Titan Forged Games,Titan Forged Games,windows,3,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Casual,Action;Casual;Zombies,19;4,1,0,0-20000
Workers & Resources: Soviet Republic,2019-03-15,1;784150,3Division,3Division,windows,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;City Builder;Strategy,0;1369,311,12247,50000-100000
Anna - Extended Edition,2013-04-12,1;217690,D.,Kalypso Media Digital,windows;mac;linux,2,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Horror;Adventure;Indie,35;878,489,-3689,200000-500000
BFF or Die,2018-09-13,0;652360,ASA Studio,ASA Studio,windows;mac;linux,1,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Indie;Casual;4 Player Local,40;18,3,0,0-20000
Psychopathics,2018-03-02,1;799530,DarkEvilGames,DarkEvilGames,windows,10,Single-player,Violent;Action;Adventure,Action;Adventure;Violent,0;15,7,0,0-20000
Oppai Puzzle,2018-11-11,1;961460,NeXToNe,NeXToNe,windows;mac,0,Single-player;Steam Achievements,Casual;Indie,Nudity;Sexual Content;Indie,15;71,6,9446,0-20000
Click Space Miner,2016-08-18,1;513770,SimplexGameStudio,SimplexGameStudio,windows,0,Single-player;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,0;8,14,0,0-20000
Castles,2017-07-14,1;666660,Quicksilver Software,interplay,windows;mac,0,Single-player,Adventure;Strategy,Strategy;Adventure,0;2,3,0,0-20000
It's Quiz Time,2017-11-30,1;648780,Snap Finger Click,Vision Games Publishing LTD,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Leaderboards,w_Casual;Indie;Strategy,Casual;Indie;Strategy,38;36,12,644,0-20000
Lazerbait,2016-10-13,1;529150,Taylor Stapleton,Taylor Stapleton,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Indie;Strategy,Strategy;Indie;VR,4;383,11,12825,50000-100000
SAMURAI WARRIORS 4-II,2015-09-29,1;348470,"KOEI TECM0 GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards,Acyuon,Action;Hack and Slash;Historical,54;757,215,0,20000-50000
Katy and Bob: Safari Cafe,2018-06-17,1;567160,Creobit;Workroom7,8Floor,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Strategy,Casual;Strategy;Management,12;36,6,12099,20000-50000
Power War:The First Men,2018-03-22,0;684400,Andrea Mancuso;Grazisno Ferrsro,Ferman Studio,windows,-1,Multi-player;Online Multi-Player,Violent;Action;Indie;Massively Multiplayer,Indie;Action;Massively Multiplayer,0;3,1,0,0-20000
Grobda Remix,2017-11-15,0;739000,C.U.M原创游戏;幽兰工房,SakuraGame,windows,0,Single-player;Steam Trading Cards;Steam Cloud,,Indie;Adventure;Casual,0;410,143,143,100000-200000
Fighters Unleashed,2016-12-27,1;566560,FLYNET STUDIOS,FLYNET STUDIOS,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,0;2,12,0,0-20000
Spirits of Mystery: The Dark Minotaur Collector's Edition,2017-09-25,1;709340,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventu.,Adventure;Casual;Hidden Object,0;1,0,0,0-20000
Voxel Shot VR,2017-05-19,1;593250,SAT-BOX,SAT-BOX,windows,2,Single-player,Action;Casual;Indie,Action;Indie;VR,0;12,0,0,0-20000
Nakawak: Expanded Color Edition,2017-10-11,1;716150,An.N.G.,Anxious Neck Games,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,0;18,4,0,0-20000
Audio Arena,2016-07-25,1;457770,Skydome Studioz,Skydome Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Acti.,Action;VR,25;20,3,-841,0-20000
Arc Surfer,2018-04-30,0;782210,Pixel Fyzz,Pixel Fyzz,windows,0,Single-player;Online Multi-Player;Steam Cloud;Steam Leaderboards,Action;Indie;Racing;Sports;Early Ackess,Early Access;Action;Indie,0;5,0,0,0-20000
NeoBoom,2017-09-14,2;696400,BJGameInd,BJGameInd,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Indie;Strategy;Casual,961;13,23,1,0-20000
Line Loops - Logic Puzzles,2019-03-25,1;1032240,Final Game Studio,Final Game Studio,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,38;1,1,11249,0-20000
Dog Jam,2018-10-12,1;895120,D4 Laboratory,D4 Laboratory,windows,-2,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Strategy;Indie,15;13,2,0,0-20000
Therian Saga,2017-03-27,1;542480,Virt.,Virtys,windows,0,Multi-player;Online Multi-Player;MMO;In-App Purchases,Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;RPG;Massively Multiplayer,0;224,100,1,50000-100000
Peggle™ Nights,2008-10-15,0;3540,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,1,Single-player,Casual,Casual;Puzzle;Singleplayer,0;368,24,237,200000-500000
The Underground Man,2016-09-01,2;513230,Me.,Mehsoft,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,,Indie;Story Rich;Memes,28;1087,216,102,50000-100000
And Yet It Moves,2009-04-02,1;18700,Broken Rules,Broken Rules,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Actiob;Omdie,Platformer;Indie;Puzzle,30;735,327,17,200000-500000
egg is broken. heart is too.,2019-04-04,1;887900,Curious Visions,Curious Visions,windows;mac,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0;15,2,0,0-20000
Highland Warriors,2016-03-04,1;446460,United Independent Entertainment GmbH,United Independent Entertainment GmbH,windows,0,Single-player,Strategy,Strategy;RTS,0;11,9,0,0-20000
CINEVR - The Movie Theater,2017-08-28,2;687870,CINEMUR,CINEMUR,windows,0,Full controller support;In-App Purchases,Utilities,Utilities;VR;Simulation,0;13,16,0,0-20000
The Pillage,2018-05-31,0;715210,Bishop Armstrong,Bishop Armstrong,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Gore;Action;Indie,12;25,2,0,0-20000
Energia,2017-02-27,2;592040,Sowders_Mark,Mark Sowders,windows,0,Single-player,Action;Casual;Indie;Strategy,Casual;Action;Indie,10;7,1,0,0-20000
Team A.R.G. Anthology,2018-07-30,0;893490,Team A.R.G.;Blake W. Ford,Radical Piece,windows;linux,0,Single-player,Casual;Indie,Indie;Casual,0;2,0,0,0-20000
AntharioN,2015-07-15,1;293160,Orphic Software,Orphic Software,windows;mac,8,Single-player,Adventure;Indie;RPG;Strategy,RPG;Strategy;Indie,0;107,53,0,0-20000
Another Perspective,2014-08-08,1;305920,ShaunJS,ShaunJS;Digerati Distribution,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,Indie;Adventure;Platformer,8;252,37,0,20000-50000
HEPH,2017-01-24,1;567480,"Creature of the Rise co.,ltd.","Creature of the Rise co.,ltd.",windows,0,Single-player,Gore;Action;Abenteuer;Indie,Indie;Action;Adventure,24;13,5,0,0-20000
I ♥ You!,2018-09-10,1;920810,MyDreamForever,Atriagames,windows,0,Single-player,Sexual Content;Nudity;Adventure;Simulation,Sexual Content;Nudity;Simulation,0;53,20,0,0-20000
FEAST: Book One «Family Ties»,2018-04-04,1;820790,FairyPeople,FairyPeople,windows,0,Single-player;Steam Cloud,Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Adventure,0;55,18,8570,0-20000
THE KING OF FIGHTERS XIV STEAM EDITION,2017-06-15,2;571260,SNK CORPORATION;Abstraction Games,SNK CORPORATION,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action,Fighting;Arcade;Multiplayer,48;1531,365,381,100000-200000
心之檻,2018-11-09,0;951130,第一點心;DimSumOneStudio,第一點心;DimSumOneStudio,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;RPG,RPG;Indie;Casual,9;57,14,11248,0-20000
Tank Brawl,2016-04-20,0;436870,Phung Games,Phung Games,windows,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Casual;Indie;RPG,Action;Casual;RPG,0;22,11,11141,0-20000
Macroboy Y,2018-07-19,1;392290,Hanged Bunny Studio,Hanged Bunny Studio,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0;1,0,0,0-20000
Defend Felinearth,2016-06-10,1;438090,Sixth Line Studios,Sixth Line Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,35;5,3,-2447,0-20000
Kitty Play,2018-08-30,1;823800,Cats Who Play,Cats Who Play,windows,0,Single-player;Steam Achievements,Adventure;1ndie,Indie;Adventure,18;5,3,0,0-20000
Paper Dungeons Crawler,2018-07-17,1;754340,Agent Mega,Agent Mega,windows;mac;linux,0,Single-player;Steam Achievements,Indie;R9G,RPG;Indie;Rogue-like,22;16,6,0,0-20000
Chinese Souls-Hua Garden/华夏园,2017-07-14,1;668300,Dawei Liu,Dawei Liu,windows,12,Single-player,Action;Indie;RPG,Action;RPG;Indie,0;18,15,0,0-20000
Relativity,2016-08-24,1;516550,To.,TomCGames,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0;10,1,0,0-20000
This Strange Realm Of Mine,2017-07-19,1;655730,Entertainment_Doomster,Doomster Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Adventure;Action,31;174,36,0,0-20000
Hexed,2018-02-19,1;762360,GamesByLD,GamesByLD,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual,92;1,0,153,0-20000
Daddy's gone a-hunting,2017-12-12,0;755580,Wojciech Krupinski,KrupinskiArt,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Indie;Casual,0;2,7,0,0-20000
A Study in Steampunk: Choice by Gaslight,2015-11-20,1;421630,Hosted Games,Hosted Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,Indie;RPG;Steampunk,57;128,4,0,0-20000
Luxor Evolved,2012-03-01,0;205830,MumboJumbo,MumboJumbo,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Casual,Casual;Action;Indie,33;196,18,94,50000-100000
The Maid_san's Caving Adventure - メイドさん洞窟探検 -,2017-06-21,1;644530,KoheiGallery,KoheiGallery,windows,0,Single-player;Full controller support,Action;Indie,Action;Indie;Anime,0;9,7,10400,0-20000
HOT PINK,2018-05-24,1;684320,Wildgrass,Wildgrass,windows;mac;linux,12,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Action;Casual;Indie,Casual;Colorful;Arcade,32;20,1,-3360,0-20000
Vulture for NetHack,2015-02-02,1;341390,DarkArts Studios,DarkArts Studios,windows;linux,0,Single-player;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Rogue-like;Procedural Generation,0;102,45,13714,0-20000
Back to Bed,2014-08-06,1;308040,Bedtime Digital Games,Bedtime Digital Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Casual;Indie,Indie;Puzzle;Casual,20;1497,342,10711,500000-1000000
