appid,V9_name,release_date,english,developer,publisher,platforms,genres,SteTa,Ach,positive_ratings,negative_ratings,average_playtime,M.P.,owners,v_price
358000,The Curse of Nordic Cove,2015-04-23,1,On The Level Game Studios,On The Level Game Studios,windows,Action;Adventure;Indie,Action;Indie;Adventure,0,15,13,0,0,0-20000,0.79
511690,Duck Force,2016-11-17,1,Andreas Aust,Andreas Aust,windows,Action;Adventure;Casual;Indie;Simulation,Indie;Adventure;Casual,0,8,1,0,0,0-20000,6.99
663370,The Zwuggels - A Beach Holiday Adventure for Kids,2017-07-20,1,Ploosh GmbH,Ploosh GmbH,windows;mac,Adventure;Casual;Indie,Adventure;Casual;Indie,32,33,1,0,0,0-20000,2.39
418120,Cally's Caves 3,2016-01-05,1,VDO Games,VDO Games,windows,Action;Adventure;Indie;RPG,Indie;Action;Female Protagonist,64,349,77,221,221,20000-50000,5.99
673570,Squadron: Sky Guardians,2017-07-14,1,RSK Entertainment,Strategy First,windows,Action;Indie;Simulation,Action;Indie;Simulation,0,1,4,0,0,0-20000,4.79
857240,The Prison Experiment: Battle Royale,2018-06-01,1,Aerolab Studios LTD,Aerolab Studios LTD,windows,Violent;Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access,Early Access;Action;Violent,0,33,56,0,0,0-20000,2.09
804900,Cat's Bar,2018-03-11,1,橘喵喵,橘喵喵,windows,Casual;Indie;Strategy,Casual;Indie;Strategy,24,22,11,0,0,0-20000,1.69
666730,This Merchant Life,2017-08-03,1,Inexplicable Games,Inexplicable Games,windows,Indie;RPG;Strategy;Early Access,Early Access;Strategy;RPG,0,25,9,0,0,0-20000,5.99
300630,Pure Chess Grandmaster Edition,2016-09-09,1,Ripstone,Ripstone,windows,Casual;Indie;Simulation;Sports;Strategy,Strategy;Indie;Simulation,13,66,32,0,0,0-20000,11.99
743340,Tanks Meet Zombies,2018-02-14,1,Titan Forged Games,Titan Forged Games,windows,Action;Casual,Action;Casual;Zombies,19,4,1,0,0,0-20000,8.99
784150,Workers & Resources: Soviet Republic,2019-03-15,1,3Division,3Division,windows,Indie;Simulation;Strategy;Early Access,Early Access;City Builder;Strategy,0,1369,311,0,0,50000-100000,19.99
217690,Anna - Extended Edition,2013-04-12,1,Dreampainters,Kalypso Media Digital,windows;mac;linux,Adventure;Indie,Horror;Adventure;Indie,35,878,489,269,269,200000-500000,7.99
652360,BFF or Die,2018-09-13,1,ASA Studio,ASA Studio,windows;mac;linux,Action;Casual;Indie,Indie;Casual;4 Player Local,40,18,3,0,0,0-20000,9.99
799530,Psychopathics,2018-03-02,1,DarkEvilGames,DarkEvilGames,windows,Violent;Action;Adventure,Action;Adventure;Violent,0,15,7,0,0,0-20000,1.69
961460,Oppai Puzzle,2018-11-11,1,NeXToNe,NeXToNe,windows;mac,Casual;Indie,Nudity;Sexual Content;Indie,15,71,6,0,0,0-20000,0.79
513770,Click Space Miner,2016-08-18,1,SimplexGameStudio,SimplexGameStudio,windows,Action;Casual;Indie,Action;Indie;Casual,0,8,14,0,0,0-20000,1.69
666660,Castles,2017-07-14,1,Quicksilver Software,interplay,windows;mac,Adventure;Strategy,Strategy;Adventure,0,2,3,0,0,0-20000,6.99
648780,It's Quiz Time,2017-11-30,1,Snap Finger Click,Vision Games Publishing LTD,windows,Casual;Indie;Strategy,Casual;Indie;Strategy,38,36,12,0,0,0-20000,15.99
529150,Lazerbait,2016-10-13,1,Taylor Stapleton,Taylor Stapleton,windows,Indie;Strategy,Strategy;Indie;VR,4,383,11,13,13,50000-100000,0.0
348470,SAMURAI WARRIORS 4-II,2015-09-29,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,Action,Action;Hack and Slash;Historical,54,757,215,0,0,20000-50000,39.99
567160,Katy and Bob: Safari Cafe,2018-06-17,1,Creobit;Workroom7,8Floor,windows,Casual;Strategy,Casual;Strategy;Management,12,36,6,0,0,20000-50000,3.99
684400,Power War:The First Men,2018-03-22,1,Andrea Mancuso;Graziano Ferraro,Ferman Studio,windows,Violent;Action;Indie;Massively Multiplayer,Indie;Action;Massively Multiplayer,0,3,1,0,0,0-20000,0.0
739000,Grobda Remix,2017-11-15,0,C.U.M原创游戏;幽兰工房,SakuraGame,windows,Adventure;Casual;Indie,Indie;Adventure;Casual,0,410,143,143,211,100000-200000,1.69
566560,Fighters Unleashed,2016-12-27,1,FLYNET STUDIOS,FLYNET STUDIOS,windows,Action;Adventure;Indie,Action;Indie;Adventure,0,2,12,0,0,0-20000,2.09
709340,Spirits of Mystery: The Dark Minotaur Collector's Edition,2017-09-25,1,ERS G Studios,Big Fish Games,windows,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
593250,Voxel Shot VR,2017-05-19,1,SAT-BOX,SAT-BOX,windows,Action;Casual;Indie,Action;Indie;VR,0,12,0,0,0,0-20000,9.99
716150,Nakawak: Expanded Color Edition,2017-10-11,1,Anxious Neck Games,Anxious Neck Games,windows,Action;Adventure;Indie,Action;Adventure;Indie,0,18,4,0,0,0-20000,2.89
457770,Audio Arena,2016-07-25,1,Skydome Studios,Skydome Studios,windows,Action,Action;VR,25,20,3,0,0,0-20000,4.99
782210,Arc Surfer,2018-04-30,1,Pixel Fyzz,Pixel Fyzz,windows,Action;Indie;Racing;Sports;Early Access,Early Access;Action;Indie,0,5,0,0,0,0-20000,9.29
696400,NeoBoom,2017-09-14,1,BJGameInd,BJGameInd,windows,Casual;Indie;Strategy,Indie;Strategy;Casual,961,13,23,1,1,0-20000,0.79
1032240,Line Loops - Logic Puzzles,2019-03-25,1,Final Game Studio,Final Game Studio,windows;mac,Casual;Indie,Indie;Casual;Puzzle,38,1,1,0,0,0-20000,4.99
895120,Dog Jam,2018-10-12,1,D4 Laboratory,D4 Laboratory,windows,Casual;Indie;Strategy,Casual;Strategy;Indie,15,13,2,0,0,0-20000,3.99
542480,Therian Saga,2017-03-27,1,Virtys,Virtys,windows,Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;RPG;Massively Multiplayer,0,224,100,1,1,50000-100000,0.0
3540,Peggle™ Nights,2008-10-15,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,Casual,Casual;Puzzle;Singleplayer,0,368,24,237,237,200000-500000,4.25
513230,The Underground Man,2016-09-01,1,Mehsoft,Mehsoft,windows;mac,Adventure;Indie,Indie;Story Rich;Memes,28,1087,216,102,102,50000-100000,1.99
18700,And Yet It Moves,2009-04-02,1,Broken Rules,Broken Rules,windows;mac;linux,Action;Indie,Platformer;Indie;Puzzle,30,735,327,17,22,200000-500000,6.99
887900,egg is broken. heart is too.,2019-04-04,1,Curious Visions,Curious Visions,windows;mac,Action;Casual;Indie,Action;Indie;Casual,0,15,2,0,0,0-20000,3.99
446460,Highland Warriors,2016-03-04,1,United Independent Entertainment GmbH,United Independent Entertainment GmbH,windows,Strategy,Strategy;RTS,0,11,9,0,0,0-20000,5.59
687870,CINEVR - The Movie Theater,2017-08-28,1,CINEMUR,CINEMUR,windows,Utilities,Utilities;VR;Simulation,0,13,16,0,0,0-20000,0.0
715210,The Pillage,2018-05-31,1,Bishop Armstrong,Bishop Armstrong,windows,Action;Casual;Indie,Gore;Action;Indie,12,25,2,0,0,0-20000,0.79
592040,Energia,2017-02-27,1,Mark Sowders,Mark Sowders,windows,Action;Casual;Indie;Strategy,Casual;Action;Indie,10,7,1,0,0,0-20000,1.59
893490,Team A.R.G. Anthology,2018-07-30,1,Team A.R.G.;Blake W. Ford,Radical Piece,windows;linux,Casual;Indie,Indie;Casual,0,2,0,0,0,0-20000,0.0
293160,AntharioN,2015-07-15,1,Orphic Software,Orphic Software,windows;mac,Adventure;Indie;RPG;Strategy,RPG;Strategy;Indie,0,107,53,0,0,0-20000,10.99
305920,Another Perspective,2014-08-08,1,ShaunJS,ShaunJS;Digerati Distribution,windows,Adventure;Indie,Indie;Adventure;Platformer,8,252,37,0,0,20000-50000,4.79
567480,HEPH,2017-01-24,1,"Creature of the Rise co.,ltd.","Creature of the Rise co.,ltd.",windows,Gore;Action;Adventure;Indie,Indie;Action;Adventure,24,13,5,0,0,0-20000,2.09
920810,I ♥ You!,2018-09-10,1,MyDreamForever,Atriagames,windows,Sexual Content;Nudity;Adventure;Simulation,Sexual Content;Nudity;Simulation,0,53,20,0,0,0-20000,0.79
820790,FEAST: Book One «Family Ties»,2018-04-04,1,FairyPeople,FairyPeople,windows,Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Adventure,0,55,18,0,0,0-20000,0.0
571260,THE KING OF FIGHTERS XIV STEAM EDITION,2017-06-15,1,SNK CORPORATION;Abstraction Games,SNK CORPORATION,windows,Action,Fighting;Arcade;Multiplayer,48,1531,365,381,429,100000-200000,44.99
951130,心之檻,2018-11-09,0,第一點心;DimSumOneStudio,第一點心;DimSumOneStudio,windows;mac,Casual;Indie;RPG,RPG;Indie;Casual,9,57,14,0,0,0-20000,5.79
436870,Tank Brawl,2016-04-20,1,Phung Games,Phung Games,windows,Action;Casual;Indie;RPG,Action;Casual;RPG,0,22,11,0,0,0-20000,3.99
392290,Macroboy Y,2018-07-19,1,Hanged Bunny Studio,Hanged Bunny Studio,windows;mac;linux,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0,1,0,0,0,0-20000,2.89
438090,Defend Felinearth,2016-06-10,1,Sixth Line Studios,Sixth Line Studios,windows,Action;Casual;Indie,Indie;Action;Casual,35,5,3,0,0,0-20000,1.59
823800,Kitty Play,2018-08-30,1,Cats Who Play,Cats Who Play,windows,Adventure;Indie,Indie;Adventure,18,5,3,0,0,0-20000,2.09
754340,Paper Dungeons Crawler,2018-07-17,1,Agent Mega,Agent Mega,windows;mac;linux,Indie;RPG,RPG;Indie;Rogue-like,22,16,6,0,0,0-20000,7.19
668300,Chinese Souls-Hua Garden/华夏园,2017-07-14,1,Dawei Liu,Dawei Liu,windows,Action;Indie;RPG,Action;RPG;Indie,0,18,15,0,0,0-20000,2.89
516550,Relativity,2016-08-24,1,TomCGames,TomCGames,windows,Action;Adventure;Indie,Action;Adventure;Indie,0,10,1,0,0,0-20000,1.59
655730,This Strange Realm Of Mine,2017-07-19,1,Doomster Entertainment,Doomster Entertainment,windows;mac,Action;Adventure;Indie,Indie;Adventure;Action,31,174,36,0,0,0-20000,10.29
762360,Hexed,2018-02-19,1,GamesByLD,GamesByLD,windows,Casual;Indie,Indie;Casual,92,1,0,0,0,0-20000,0.79
755580,Daddy's gone a-hunting,2017-12-12,1,Wojciech Krupinski,KrupinskiArt,windows,Action;Adventure;Casual;Indie,Action;Indie;Casual,0,2,7,0,0,0-20000,0.79
421630,A Study in Steampunk: Choice by Gaslight,2015-11-20,1,Hosted Games,Hosted Games,windows;mac;linux,Indie;RPG,Indie;RPG;Steampunk,57,128,4,0,0,0-20000,2.89
205830,Luxor Evolved,2012-03-01,1,MumboJumbo,MumboJumbo,windows,Action;Indie;Casual,Casual;Action;Indie,33,196,18,94,94,50000-100000,6.99
644530,The Maid_san's Caving Adventure - メイドさん洞窟探検 -,2017-06-21,1,KoheiGallery,KoheiGallery,windows,Action;Indie,Action;Indie;Anime,0,9,7,0,0,0-20000,1.59
684320,HOT PINK,2018-05-24,1,Wildgrass,Wildgrass,windows;mac;linux,Action;Casual;Indie,Casual;Colorful;Arcade,32,20,1,0,0,0-20000,7.19
341390,Vulture for NetHack,2015-02-02,1,DarkArts Studios,DarkArts Studios,windows;linux,Indie;RPG;Strategy,RPG;Rogue-like;Procedural Generation,0,102,45,13714,13714,0-20000,2.09
308040,Back to Bed,2014-08-06,1,Bedtime Digital Games,Bedtime Digital Games,windows;mac;linux,Action;Casual;Indie,Indie;Puzzle;Casual,20,1497,342,242,222,500000-1000000,4.49
939200,Gold Magic 800,2018-09-25,1,Etqan Company,Etqan Company,windows,Casual,Casual;Puzzle;Singleplayer,0,1,2,0,0,0-20000,0.79
647990,Batter Up! VR,2017-07-17,1,Polygon Dust Entertainment Ltd.,Polygon Dust Entertainment Ltd.,windows,Casual;Simulation,Casual;Simulation;Funny,29,16,1,0,0,0-20000,7.19
903760,BinaryBotsVR,2018-11-22,1,cbinfosystems,cbinfosystems,windows,Adventure;Free to Play,Adventure;Free to Play;VR,0,3,4,0,0,0-20000,0.0
969230,Death Space,2018-11-06,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,Action;Adventure;Indie,Action;Indie;Adventure,1,1,8,0,0,0-20000,0.79
887960,Mystery Case Files: Rewind Collector's Edition,2018-07-23,1,Eipix Entertainment,Big Fish Games,windows,Adventure;Casual,Casual;Adventure;Hidden Object,0,6,1,0,0,0-20000,7.19
568040,Macbat 64,2017-03-17,1,Siactro,Siactro,windows,Action;Indie,Action;Indie;3D Platformer,0,78,13,0,0,0-20000,1.69
720320,ShineG Has Nightmares,2018-04-13,1,Galulugame,Galulugame,windows,Action;Adventure;Casual;Indie;RPG;Strategy,Action;Adventure;Indie,53,29,6,0,0,0-20000,1.69
942300,✌ Johnny Rocket,2018-11-12,1,KG Game Studuo;hede,hede,windows;mac,Action;Indie,Action;Indie;Stylized,5,9,5,0,0,0-20000,7.19
746910,Chicken Farm 2K17,2017-12-05,1,Jakal Studios,Jakal Studios,windows,Casual;Free to Play;Indie;Simulation;Strategy,Free to Play;Indie;Casual,0,147,62,43,43,50000-100000,0.0
366270,SHOCK TROOPERS,2016-05-18,1,SNK CORPORATION;DotEmu,SNK CORPORATION,windows,Action,Action;Arcade;Retro,15,58,15,0,0,20000-50000,5.59
671510,DESOLATE,2019-01-17,1,Nearga,HypeTrain Digital,windows,Action;Adventure;RPG,Survival;Multiplayer;Horror,72,2564,1094,503,987,100000-200000,19.99
652610,Stick Nightmare,2017-07-15,1,Pedro Castro Menezes,Pedro Castro Menezes,windows;linux,Indie,Indie;Platformer;2D,0,6,1,0,0,0-20000,0.79
977900,Kick The Puppet,2018-12-07,1,RewindApp,RewindApp,windows,Action;Casual;Indie,Casual;Action;Indie,0,1,4,0,0,0-20000,0.79
535760,Unforgiving Trials: The Space Crusade,2016-10-07,1,Amaterasu Software,Amaterasu Software,windows,Adventure;Indie;RPG,Adventure;Indie;RPG,0,144,100,243,233,200000-500000,0.99
340380,Pizzarian,2015-02-03,1,Alex Jedraszczak,Alex Jedraszczak,windows,Action;Indie,Action;Indie,43,13,2,0,0,0-20000,2.79
242700,Injustice: Gods Among Us Ultimate Edition,2013-11-29,1,NetherRealm Studios;High Voltage Software,Warner Bros. Interactive Entertainment,windows,Action,Fighting;Superhero;Action,50,8793,1473,288,320,1000000-2000000,14.99
616720,Live2DViewerEX,2017-06-30,1,Pavo Studio,Pavo Studio,windows;mac,Animation & Modeling;Utilities;Early Access,Early Access;Animation & Modeling;Utilities,0,665,91,55,55,50000-100000,3.99
445720,Battle Islands: Commanders,2017-02-14,1,DR Studios,505 Games,windows,Action;Free to Play;Strategy,Free to Play;Strategy;Action,0,366,388,10,10,200000-500000,0.0
439490,BLUE REVOLVER,2016-10-11,1,Stellar Circle,Stellar Circle,windows;mac;linux,Action;Indie,Shoot 'Em Up;Indie;Action,40,233,2,0,0,0-20000,10.99
294580,Freddi Fish and Luther's Water Worries,2014-05-01,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,windows;mac;linux,Adventure;Casual,Casual;Adventure;Family Friendly,0,24,6,0,0,20000-50000,3.99
577120,Archipelago: Navigable VR Comic,2017-01-06,1,Walkie Entertainment,Walkie Entertainment,windows,Casual;Indie,Indie;Casual;Story Rich,0,1,1,0,0,0-20000,3.99
654020,Ben The Exorcist,2017-07-07,1,Wraith Studio,Wraith Studio,windows,Action;Adventure;Indie,Action;Adventure;Indie,27,16,2,0,0,0-20000,4.79
972740,KOBOLD: Chapter I,2018-11-14,1,anotherworld GmbH,anotherworld GmbH,windows,Adventure,Adventure;VR;Horror,0,49,9,0,0,0-20000,7.19
471270,Leave The Nest,2016-05-27,1,Kaio Interactive,Kaio Interactive,windows,Action;Casual;Indie,Action;Indie;Casual,39,8,2,0,0,0-20000,1.99
235520,The White Laboratory,2019-03-28,1,Laboratory Systems,Laboratory Systems;Gamera Game,windows,Indie;Strategy,Indie;Strategy;Tower Defense,15,120,34,0,0,0-20000,7.19
678240,Destroyer: Invasion,2017-07-14,1,MFAFB Games LLC,MFAFB Games LLC,windows,Action;Indie,Action;Indie,10,10,7,0,0,0-20000,0.79
739710,Monsterplants vs Bowling - Arcade Edition,2017-12-07,1,Payoff Technologies,Payoff Technologies,windows,Action,Action;VR,0,1,0,0,0,0-20000,3.99
779240,Conquer,2018-02-21,1,Wan Studio,Wan Studio,windows,Action;Adventure;Indie,Action;Adventure;Indie,0,12,11,0,0,0-20000,7.19
1009690,Saving Simon,2019-02-21,1,Lotus GamesTr,Lotus GamesTr,windows,Casual;Indie;RPG,RPG;Indie;Casual,0,1,1,0,0,0-20000,0.79
341540,TRIP Steam Edition,2015-06-19,1,Axel Shokk,Axel Shokk,windows,Adventure;Casual;Indie;Simulation,Indie;Casual;Adventure,0,123,133,0,0,0-20000,3.99
377430,Who Is Mike - A Visual Novel,2015-09-29,1,Fervent,Afterthought Studios,windows;mac;linux,Casual;Indie;RPG;Simulation,Indie;Visual Novel;Casual,0,315,33,48,48,50000-100000,0.0
464490,The Afterglow of Grisaia,2016-07-19,1,Frontwing,Frontwing USA,windows,Nudity;Violent;Adventure;Casual,Nudity;Visual Novel;Anime,0,55,3,0,0,0-20000,5.99
822920,Ellen,2019-02-15,1,Red Mount Media Intl;Antarsoft,Red Mount Media Intl,windows,Indie,Indie;Gore;Violent,16,13,2,0,0,0-20000,7.19
765640,Change,2017-12-27,0,"Ryu Productions Co., Ltd","Ryu Productions Co., Ltd;Gamera Game",windows,Casual;Indie,Indie;Casual;Visual Novel,1,269,16,310,310,0-20000,3.99
404630,One Hundred Ways,2015-10-23,1,Sunlight Games,Sunlight Games,windows;mac;linux,Casual;Indie;Strategy,Casual;Indie;Strategy,0,30,21,309,356,20000-50000,3.99
955400,Bonds,2018-11-01,1,DID Games,DID Games,windows;mac,Casual;Indie;Simulation,Sexual Content;Indie;Casual,0,23,2,0,0,0-20000,4.49
370310,Tompi Jones,2015-05-22,1,DreamsSoftGames,DreamsSoftGames,windows,Action;Adventure;Casual;Indie,Action;Casual;Adventure,0,33,57,0,0,20000-50000,2.79
882910,BATTLE X,2018-09-13,1,"Naviworks Co.,Ltd.","Naviworks Co.,Ltd.",windows,Action;Adventure;Massively Multiplayer;Simulation,Action;Adventure;Massively Multiplayer,0,9,9,0,0,0-20000,15.49
770050,Castle Clamber,2018-04-12,1,Trederia,Trederia,windows;mac,Action;Indie,Indie;Action;Retro,17,4,2,0,0,0-20000,2.09
463040,Experience,2016-04-29,1,Hipix Studio,Dagestan Technology,windows,Action;Casual;Indie,Action;Indie;Casual,0,73,74,255,273,100000-200000,3.19
612790,INFINITI VR,2017-03-28,1,The Pulse,The Pulse,windows,Free to Play,Free to Play;VR,0,36,18,0,0,20000-50000,0.0
527890,Shop-n-Spree: Shopping Paradise,2016-09-12,1,ViquaSoft,Big Fish Games,windows,Casual;Simulation,Casual;Simulation,0,3,1,0,0,0-20000,4.99
401250,Zulu Response,2017-06-12,1,Web Interactive Solutions,Web Interactive Solutions,windows,Action;Indie;Simulation;Strategy,Strategy;Action;Indie,0,21,22,0,0,0-20000,10.99
877820,LOOT BOX ACHIEVEMENT SIMULATOR,2018-07-25,1,DRUNKEN APES,DRUNKEN APES,windows;mac,Indie;Simulation,Simulation;Indie;Card Game,233,16,22,0,0,0-20000,0.99
881250,Outer Space,2018-07-07,1,SharkGame,FYRG,windows,Casual;Indie;Racing;Simulation,Indie;Casual;Simulation,30,36,8,0,0,0-20000,0.79
24410,Crusaders: Thy Kingdom Come,2009-10-08,1,NeocoreGames,Paradox Interactive,windows,Strategy,Strategy;Medieval;Historical,0,13,11,0,0,20000-50000,6.99
849350,Realistic Illusion,2018-05-04,1,PanTrojan Studio,PanTrojan Studio,windows,Adventure;Casual;Indie,Adventure;Indie;Casual,0,3,1,0,0,0-20000,0.79
563360,Market Tycoon,2017-05-11,1,Protection Games,Protection Games,windows,Casual;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Indie;Simulation,0,81,50,0,0,0-20000,8.99
821670,Horse Farm,2018-07-17,1,Independent Arts Software;upjers,upjers,windows,Casual;Free to Play;Simulation,Casual;Free to Play;Simulation,43,38,54,0,0,20000-50000,0.0
992300,嗜血印 Bloody Spell,2019-01-15,1,艺龙游戏,艺龙游戏,windows,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Indie,29,1042,257,36,36,50000-100000,15.49
808080,Ultimate Racing 2D,2018-05-24,1,Applimazing,Applimazing,windows,Indie;Racing;Simulation;Sports,Racing;Simulation;Sports,0,100,12,0,0,0-20000,6.99
938070,LOGistICAL 2: Belgium,2018-09-21,1,Sacada,Sacada,windows,Casual;Indie;Strategy,Casual;Strategy;Indie,100,7,1,0,0,0-20000,7.19
324800,Shadow Warrior 2,2016-10-13,1,Flying Wild Hog,Devolver Digital,windows,Action;Adventure,Action;Gore;FPS,64,10152,1406,993,1655,200000-500000,34.99
841370,NBA 2K19,2018-09-06,1,Visual Concepts,2K,windows,Simulation;Sports,Sports;Basketball;Simulation,50,3093,8080,2901,2803,200000-500000,39.99
873790,Freebot : Battle for FreeWeb,2018-06-18,1,SeedWall,SeedWall,windows,Action;Indie,Indie;Action;Third-Person Shooter,100,5,2,0,0,0-20000,1.69
741490,Atlantis VR,2017-11-03,1,MMEU,Forever Entertainment S. A.,windows,Casual;Simulation,Casual;Simulation;VR,0,18,27,0,0,0-20000,1.69
853760,Space Armor 2,2018-05-24,1,Ophyer,Ophyer,windows,Adventure;Indie;RPG,Adventure;RPG;Indie,16,3,4,0,0,0-20000,0.79
658790,Samurai Riot,2017-09-13,1,Wako Factory,Wako Factory,windows;linux,Action;Adventure;Indie,Action;Adventure;Indie,24,47,6,0,0,0-20000,10.99
588890,Heroes of Arca,2017-02-16,1,IMPIRESOFT,IMPIRESOFT,windows;mac;linux,Indie;RPG;Strategy,Strategy;RPG;Indie,20,40,18,0,0,0-20000,0.0
261700,Eryi's Action,2013-11-19,1,Xtal Sword,Xtal Sword,windows;linux,Action;Indie,Platformer;Indie;Anime,32,1086,152,159,159,50000-100000,3.99
326190,Alchemy Mysteries: Prague Legends,2014-12-22,1,Jetdogs Studios,Jetdogs Studios,windows;linux,Adventure;Casual;Indie,Casual;Hidden Object;Adventure,15,775,231,245,309,100000-200000,1.59
798420,Professional Fishing,2018-11-30,1,MasterCode;Dueking,Ultimate Games S.A.,windows,Action;Casual;Free to Play;Massively Multiplayer;Simulation;Sports,Free to Play;Fishing;Simulation,0,331,211,72,85,200000-500000,0.0
394360,Hearts of Iron IV,2016-06-06,1,Paradox Development Studio,Paradox Interactive,windows;mac;linux,Simulation;Strategy,Strategy;World War II;Grand Strategy,92,34711,5251,9413,4181,1000000-2000000,34.99
928690,覇県を握れ ～47都道府県大戦～,2018-11-22,0,Flying Panjandrum / ふらいんぐパンジャンドラム,Flying Panjandrum / ふらいんぐパンジャンドラム,windows,Indie;Simulation;Strategy,Strategy;Indie;Simulation,0,4,0,0,0,0-20000,30.99
981900,Kings' Cross,2018-11-27,1,Azorian;kron0s_alexey;Pavel_Balakin,Elina Faritovna Balakina,windows,Casual;Indie;Strategy,Indie;Casual;Strategy,0,2,1,0,0,0-20000,2.09
381940,Trials on Tatooine,2016-07-18,1,ILMxLAB,ILMxLAB,windows,Action,Action;VR;Star Wars,0,949,227,169,169,200000-500000,0.0
379640,Bloo Kid 2,2015-10-01,1,winterworks GmbH,winterworks GmbH,windows,Action;Indie,Indie;Action;Platformer,27,210,16,1,1,50000-100000,2.89
726430,Creeping Terror,2017-10-31,1,Nikkatsu Corporation;mebius,Aksys Games,windows,Adventure;Indie,Adventure;Indie;Horror,9,14,6,0,0,0-20000,6.19
474880,Second Coming,2019-04-08,1,Seen in a Dream;KLURA Design,Seen in a Dream,windows,Adventure;Indie;RPG;Strategy,Strategy;Adventure;RPG,0,1,0,0,0,0-20000,6.99
880610,Lets Beats,2018-07-23,1,JY Games,JY Games,windows,Action;Casual;Indie,Action;Indie;Casual,9,32,3,0,0,0-20000,0.79
